"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.606403525E1,1.143621826E-1,3.064128113E-1,9.769883423E0
1.607404925E1,1.073268127E-1,3.035687256E-1,9.761949921E0
1.608406225E1,1.118174744E-1,2.945874023E-1,9.773925018E0
1.609407525E1,1.204994202E-1,2.989283752E-1,9.770332489E0
1.610408925E1,1.190025330E-1,2.978805542E-1,9.779463501E0
1.611410225E1,1.086740112E-1,3.065625000E-1,9.771829376E0
1.612411625E1,1.194515991E-1,2.998265076E-1,9.781858521E0
1.613412925E1,1.086740112E-1,2.918930054E-1,9.773026886E0
1.614414225E1,1.166075134E-1,2.993774414E-1,9.780062256E0
1.615415625E1,1.182540894E-1,2.920426941E-1,9.772577820E0
1.616416925E1,1.202000427E-1,3.077600098E-1,9.773625641E0
1.617418225E1,1.228944397E-1,2.990780640E-1,9.762249298E0
1.618419625E1,1.140628052E-1,2.944377136E-1,9.763446808E0
1.619420925E1,1.142124939E-1,2.983296204E-1,9.785451050E0
1.620422225E1,1.106199646E-1,3.061134338E-1,9.767189026E0
1.621423625E1,9.056167603E-2,2.986289978E-1,9.766290894E0
1.622424925E1,1.074765015E-1,2.903961182E-1,9.777068481E0
1.623426225E1,1.083746338E-1,2.927911377E-1,9.773176575E0
1.624427625E1,1.109193420E-1,2.944377136E-1,9.765243073E0
1.625428925E1,1.022373962E-1,2.917433167E-1,9.766590271E0
1.626430225E1,1.197509766E-1,2.883004761E-1,9.775272217E0
1.627431625E1,1.237925720E-1,2.990780640E-1,9.774523773E0
1.628432925E1,1.118174744E-1,2.995271301E-1,9.770931244E0
1.629434325E1,1.133143616E-1,3.091072083E-1,9.785600739E0
1.630435625E1,1.107696533E-1,2.899470520E-1,9.763895874E0
1.631436925E1,1.044827271E-1,3.001258850E-1,9.765243073E0
1.632438325E1,1.068777466E-1,2.965333557E-1,9.781708832E0
1.633439625E1,1.257385254E-1,2.866539001E-1,9.784253540E0
1.634440925E1,1.125659180E-1,2.945874023E-1,9.781559143E0
1.635442325E1,1.049317932E-1,2.965333557E-1,9.786199493E0
1.636443625E1,1.176553345E-1,2.972817993E-1,9.786498871E0
1.637444925E1,1.239422607E-1,3.007246399E-1,9.771679688E0
1.638446325E1,1.175056458E-1,2.978805542E-1,9.767338715E0
1.639447625E1,1.166075134E-1,2.987786865E-1,9.774523773E0
1.640448925E1,1.230441284E-1,2.881507874E-1,9.781559143E0
1.641450325E1,1.068777466E-1,2.912942505E-1,9.784253540E0
1.642451625E1,1.028361511E-1,2.977308655E-1,9.790540466E0
1.643452925E1,1.098715210E-1,3.026705933E-1,9.775870972E0
1.644454325E1,9.789642334E-2,2.998265076E-1,9.773775330E0
1.645455625E1,1.080752563E-1,3.034190369E-1,9.773475952E0
1.646456925E1,1.163081360E-1,3.007246399E-1,9.771080933E0
1.647458325E1,1.109193420E-1,3.135978699E-1,9.765991516E0
1.648459625E1,1.064286804E-1,3.094065857E-1,9.767638092E0
1.649461025E1,1.091230774E-1,3.037184143E-1,9.771679688E0
1.650462325E1,1.052311707E-1,3.082090759E-1,9.781259766E0
1.651463625E1,1.065783691E-1,3.008743286E-1,9.783056030E0
1.652465025E1,1.163081360E-1,2.959346008E-1,9.785001984E0
1.653466325E1,1.119671631E-1,3.073109436E-1,9.781110077E0
1.654467625E1,1.155596924E-1,2.929408264E-1,9.767338715E0
1.655469025E1,1.082249451E-1,2.866539001E-1,9.784103851E0
1.656470325E1,1.088237000E-1,2.906954956E-1,9.763297119E0
1.657471625E1,1.103205872E-1,3.010240173E-1,9.758806458E0
1.658473025E1,1.059796143E-1,2.999761963E-1,9.765243073E0
1.659474325E1,1.134640503E-1,3.034190369E-1,9.782906342E0
1.660475625E1,1.097218323E-1,2.965333557E-1,9.766889648E0
1.661477025E1,1.095721436E-1,3.010240173E-1,9.771529999E0
1.662478325E1,1.073268127E-1,2.924917603E-1,9.782157898E0
1.663479625E1,1.113684082E-1,3.005749512E-1,9.778415680E0
1.664481025E1,1.207987976E-1,3.077600098E-1,9.775421906E0
1.665482325E1,1.100212097E-1,3.065625000E-1,9.776769104E0
1.666483725E1,1.049317932E-1,2.939886475E-1,9.772577820E0
1.667485025E1,1.142124939E-1,2.959346008E-1,9.788145447E0
1.668486325E1,1.113684082E-1,2.944377136E-1,9.779762878E0
1.669487725E1,1.137634277E-1,2.885998535E-1,9.773475952E0
1.670489025E1,1.083746338E-1,3.013233948E-1,9.770631866E0
1.671490325E1,1.113684082E-1,3.014730835E-1,9.771529999E0
1.672491725E1,1.113684082E-1,2.992277527E-1,9.792187042E0
1.673493025E1,1.038839722E-1,2.977308655E-1,9.760453033E0
1.674494325E1,1.020877075E-1,2.981799316E-1,9.761201477E0
1.675495725E1,1.221459961E-1,2.950364685E-1,9.781708832E0
1.676497025E1,1.089733887E-1,2.902464294E-1,9.792636108E0
1.677498325E1,1.133143616E-1,2.992277527E-1,9.769284668E0
1.678499725E1,1.149609375E-1,2.962339783E-1,9.763147430E0
1.679501025E1,1.109193420E-1,2.996768188E-1,9.786798248E0
1.680502325E1,1.067280579E-1,3.071612549E-1,9.778864746E0
1.681503725E1,1.010398865E-1,2.908451843E-1,9.768087158E0
1.682505025E1,1.062789917E-1,3.029699707E-1,9.768386536E0
1.683506325E1,1.086740112E-1,2.957849121E-1,9.789642334E0
1.684507725E1,1.082249451E-1,2.888992310E-1,9.776170349E0
1.685509025E1,1.091230774E-1,3.077600098E-1,9.774074707E0
1.686510425E1,9.984237671E-2,3.079096985E-1,9.773026886E0
1.687511725E1,1.106199646E-1,3.079096985E-1,9.776469727E0
1.688513025E1,1.046324158E-1,2.971321106E-1,9.771529999E0
1.689514425E1,1.067280579E-1,2.965333557E-1,9.768087158E0
1.690515725E1,1.136137390E-1,3.131488037E-1,9.774673462E0
1.691517025E1,9.595046997E-2,3.080593872E-1,9.777667236E0
1.692518425E1,1.124162292E-1,2.989283752E-1,9.775272217E0
1.693519725E1,1.062789917E-1,2.986289978E-1,9.768386536E0
1.694521025E1,1.079255676E-1,2.877017212E-1,9.771679688E0
1.695522425E1,1.097218323E-1,3.052153015E-1,9.774523773E0
1.696523725E1,1.127156067E-1,3.074606323E-1,9.786349182E0
1.697525025E1,1.086740112E-1,3.071612549E-1,9.774523773E0
1.698526425E1,1.083746338E-1,2.965333557E-1,9.763297119E0
1.699527725E1,1.097218323E-1,2.969824219E-1,9.774523773E0
1.700529025E1,1.176553345E-1,2.856060791E-1,9.774374084E0
1.701530425E1,1.050814819E-1,2.975811768E-1,9.771829376E0
1.702531725E1,1.125659180E-1,2.932402039E-1,9.749974823E0
1.703533025E1,1.233435059E-1,2.974314880E-1,9.774972839E0
1.704534425E1,1.094224548E-1,2.984793091E-1,9.768536224E0
1.705535725E1,1.176553345E-1,2.924917603E-1,9.769584045E0
1.706537125E1,9.759704590E-2,3.014730835E-1,9.765991516E0
1.707538425E1,1.249900818E-1,2.971321106E-1,9.772278442E0
1.708539725E1,1.216969299E-1,2.945874023E-1,9.770631866E0
1.709541125E1,1.112187195E-1,3.112028503E-1,9.772428131E0
1.710542425E1,1.070274353E-1,2.959346008E-1,9.769434357E0
1.711543725E1,1.169068909E-1,3.050656128E-1,9.772877197E0
1.712545125E1,1.082249451E-1,3.106040955E-1,9.783505096E0
1.713546425E1,1.106199646E-1,2.992277527E-1,9.771230621E0
1.714547725E1,1.076261902E-1,2.990780640E-1,9.764943695E0
1.715549125E1,1.191522217E-1,2.939886475E-1,9.770931244E0
1.716550425E1,1.133143616E-1,3.026705933E-1,9.775421906E0
1.717551725E1,1.101708984E-1,2.977308655E-1,9.778715057E0
1.718553125E1,1.070274353E-1,3.091072083E-1,9.763596497E0
1.719554425E1,1.224453735E-1,3.008743286E-1,9.771679688E0
1.720555725E1,1.197509766E-1,2.984793091E-1,9.771529999E0
1.721557125E1,1.118174744E-1,3.134481812E-1,9.776469727E0
1.722558425E1,1.112187195E-1,3.028202820E-1,9.775721283E0
1.723559725E1,1.109193420E-1,2.912942505E-1,9.777966614E0
1.724561125E1,1.134640503E-1,3.016227722E-1,9.775870972E0
1.725562425E1,1.139131165E-1,2.950364685E-1,9.765841827E0
1.726563825E1,1.178050232E-1,3.064128113E-1,9.759405212E0
1.727565125E1,1.181044006E-1,3.158432007E-1,9.776469727E0
1.728566425E1,1.094224548E-1,3.121009827E-1,9.776170349E0
1.729567825E1,1.044827271E-1,3.031196594E-1,9.781708832E0
1.730569125E1,1.082249451E-1,2.953358459E-1,9.769134979E0
1.731570425E1,1.209484863E-1,3.040177917E-1,9.779164124E0
1.732571825E1,1.127156067E-1,2.962339783E-1,9.773625641E0
1.733573125E1,1.091230774E-1,3.043171692E-1,9.787247314E0
1.734574425E1,1.166075134E-1,3.174897766E-1,9.776619415E0
1.735575825E1,1.058299255E-1,3.073109436E-1,9.782008209E0
1.736577125E1,1.059796143E-1,3.040177917E-1,9.776918793E0
1.737578425E1,9.969268799E-2,2.972817993E-1,9.781559143E0
1.738579825E1,1.212478638E-1,2.939886475E-1,9.776619415E0
1.739581125E1,1.104702759E-1,2.936892700E-1,9.782457275E0
1.740582425E1,1.203497314E-1,3.074606323E-1,9.789342957E0
1.741583825E1,1.080752563E-1,2.978805542E-1,9.761800232E0
1.742585125E1,1.149609375E-1,2.950364685E-1,9.770781555E0
1.743586425E1,1.263372803E-1,2.971321106E-1,9.779014435E0
1.744587825E1,1.070274353E-1,3.064128113E-1,9.768236847E0
1.745589125E1,1.032852173E-1,3.095562744E-1,9.779613190E0
1.746590525E1,1.067280579E-1,3.038681030E-1,9.773475952E0
1.747591825E1,1.196012878E-1,3.091072083E-1,9.783804474E0
1.748593125E1,1.094224548E-1,3.050656128E-1,9.782008209E0
1.749594525E1,1.043330383E-1,2.980302429E-1,9.782756653E0
1.750595825E1,1.067280579E-1,2.957849121E-1,9.760752411E0
1.751597125E1,1.237925720E-1,3.007246399E-1,9.768985291E0
1.752598525E1,1.228944397E-1,2.941383362E-1,9.760303345E0
1.753599825E1,1.139131165E-1,2.974314880E-1,9.770931244E0
1.754601125E1,1.222956848E-1,2.903961182E-1,9.767787781E0
1.755602525E1,1.219963074E-1,2.926414490E-1,9.776469727E0
1.756603825E1,1.070274353E-1,3.049159241E-1,9.783804474E0
1.757605125E1,1.071771240E-1,3.079096985E-1,9.770182800E0
1.758606525E1,1.161584473E-1,2.972817993E-1,9.775421906E0
1.759607825E1,1.064286804E-1,2.942880249E-1,9.777667236E0
1.760609125E1,1.044827271E-1,3.031196594E-1,9.778864746E0
1.761610525E1,1.101708984E-1,2.884501648E-1,9.780361633E0
1.762611825E1,1.127156067E-1,2.953358459E-1,9.765093384E0
1.763613225E1,1.092727661E-1,3.001258850E-1,9.764943695E0
1.764614525E1,1.092727661E-1,3.095562744E-1,9.773176575E0
1.765615825E1,1.019380188E-1,3.110531616E-1,9.782906342E0
1.766617225E1,1.089733887E-1,3.104544067E-1,9.775421906E0
1.767618525E1,1.196012878E-1,3.049159241E-1,9.768087158E0
1.768619825E1,1.143621826E-1,3.065625000E-1,9.777068481E0
1.769621225E1,1.124162292E-1,2.977308655E-1,9.772877197E0
1.770622525E1,1.178050232E-1,2.992277527E-1,9.770631866E0
1.771623825E1,1.118174744E-1,2.975811768E-1,9.778715057E0
1.772625225E1,1.130149841E-1,2.890489197E-1,9.777218170E0
1.773626525E1,1.137634277E-1,2.894979858E-1,9.770033112E0
1.774627825E1,1.152603149E-1,2.966830444E-1,9.779463501E0
1.775629225E1,1.139131165E-1,3.038681030E-1,9.774523773E0
1.776630525E1,1.040336609E-1,3.065625000E-1,9.773625641E0
1.777631825E1,1.175056458E-1,3.085084534E-1,9.778715057E0
1.778633225E1,1.104702759E-1,3.055146790E-1,9.769733734E0
1.779634525E1,1.204994202E-1,3.037184143E-1,9.779014435E0
1.780635825E1,1.152603149E-1,2.986289978E-1,9.779762878E0
1.781637225E1,1.213975525E-1,2.947370911E-1,9.774224396E0
1.782638525E1,1.043330383E-1,2.963836670E-1,9.776170349E0
1.783639925E1,1.176553345E-1,3.034190369E-1,9.768685913E0
1.784641225E1,1.176553345E-1,3.156935120E-1,9.770332489E0
1.785642525E1,1.046324158E-1,2.923420715E-1,9.779613190E0
1.786643925E1,1.016386414E-1,2.945874023E-1,9.779762878E0
1.787645225E1,1.025367737E-1,2.962339783E-1,9.784852295E0
1.788646475E1,1.146615601E-1,3.071612549E-1,9.779014435E0
1.789647875E1,1.136137390E-1,3.001258850E-1,9.765093384E0
1.790649175E1,1.136137390E-1,3.046165466E-1,9.781858521E0
1.791650475E1,1.133143616E-1,2.953358459E-1,9.773625641E0
1.792651875E1,1.122665405E-1,2.963836670E-1,9.770482178E0
1.793653175E1,1.130149841E-1,3.014730835E-1,9.767039337E0
1.794654475E1,1.155596924E-1,2.992277527E-1,9.777517548E0
1.795655875E1,1.121168518E-1,2.972817993E-1,9.768087158E0
1.796657175E1,1.071771240E-1,3.085084534E-1,9.770332489E0
1.797658475E1,1.086740112E-1,3.095562744E-1,9.786648560E0
1.798659875E1,1.059796143E-1,2.977308655E-1,9.770332489E0
1.799661175E1,1.161584473E-1,3.056643677E-1,9.780211945E0
1.800662575E1,1.064286804E-1,2.980302429E-1,9.768386536E0
1.801663875E1,1.083746338E-1,3.007246399E-1,9.785301361E0
1.802665175E1,1.169068909E-1,3.002755737E-1,9.780062256E0
1.803666575E1,1.037342834E-1,2.897973633E-1,9.768087158E0
1.804667875E1,1.121168518E-1,2.920426941E-1,9.779014435E0
1.805669175E1,1.197509766E-1,2.972817993E-1,9.782756653E0
1.806670575E1,1.115180969E-1,2.965333557E-1,9.767338715E0
1.807671875E1,1.125659180E-1,2.866539001E-1,9.762698364E0
1.808673175E1,1.100212097E-1,2.883004761E-1,9.773176575E0
1.809674575E1,1.104702759E-1,2.981799316E-1,9.773625641E0
1.810675875E1,1.050814819E-1,2.975811768E-1,9.769584045E0
1.811677175E1,1.264869690E-1,2.863545227E-1,9.769584045E0
1.812678575E1,1.146615601E-1,2.938389587E-1,9.768536224E0
1.813679875E1,1.095721436E-1,3.025209045E-1,9.781259766E0
1.814681175E1,1.176553345E-1,3.067121887E-1,9.773326263E0
1.815682575E1,1.085243225E-1,3.055146790E-1,9.775421906E0
1.816683875E1,1.056802368E-1,2.984793091E-1,9.773625641E0
1.817685275E1,1.154100037E-1,3.101550293E-1,9.777667236E0
1.818686575E1,1.173559570E-1,2.927911377E-1,9.773625641E0
1.819687875E1,1.095721436E-1,2.944377136E-1,9.768236847E0
1.820689275E1,1.073268127E-1,3.026705933E-1,9.771080933E0
1.821690575E1,1.305285645E-1,2.938389587E-1,9.782457275E0
1.822691875E1,1.052311707E-1,2.908451843E-1,9.769733734E0
1.823693275E1,1.181044006E-1,3.010240173E-1,9.770931244E0
1.824694575E1,1.047821045E-1,3.079096985E-1,9.782457275E0
1.825695875E1,1.053808594E-1,3.079096985E-1,9.773475952E0
1.826697275E1,1.122665405E-1,2.865042114E-1,9.779613190E0
1.827698575E1,1.115180969E-1,3.124003601E-1,9.767787781E0
1.828699875E1,1.086740112E-1,2.986289978E-1,9.777966614E0
1.829701275E1,1.130149841E-1,3.044668579E-1,9.794132996E0
1.830702575E1,1.011895752E-1,3.032693481E-1,9.776918793E0
1.831703875E1,1.124162292E-1,2.957849121E-1,9.774673462E0
1.832705275E1,1.107696533E-1,2.893482971E-1,9.776469727E0
1.833706575E1,1.062789917E-1,2.929408264E-1,9.779613190E0
1.834707875E1,1.110690308E-1,2.877017212E-1,9.755513306E0
1.835709275E1,1.113684082E-1,3.010240173E-1,9.765542450E0
1.836710575E1,1.127156067E-1,3.011737061E-1,9.771230621E0
1.837711975E1,1.050814819E-1,3.065625000E-1,9.777966614E0
1.838713275E1,1.058299255E-1,2.968327332E-1,9.775870972E0
1.839714575E1,1.070274353E-1,3.008743286E-1,9.778265991E0
1.840715975E1,1.073268127E-1,2.993774414E-1,9.767189026E0
1.841717275E1,1.088237000E-1,3.017724609E-1,9.770931244E0
1.842718575E1,1.088237000E-1,2.883004761E-1,9.768835602E0
1.843719975E1,1.222956848E-1,3.005749512E-1,9.761800232E0
1.844721275E1,1.225950623E-1,3.118016052E-1,9.782307587E0
1.845722575E1,1.176553345E-1,2.974314880E-1,9.769134979E0
1.846723975E1,1.031355286E-1,3.073109436E-1,9.782606964E0
1.847725275E1,1.131646729E-1,3.029699707E-1,9.772428131E0
1.848726575E1,1.082249451E-1,3.002755737E-1,9.766141205E0
1.849727975E1,1.146615601E-1,2.926414490E-1,9.769733734E0
1.850729275E1,1.163081360E-1,2.881507874E-1,9.775870972E0
1.851730575E1,1.041833496E-1,2.948867798E-1,9.765392761E0
1.852731975E1,1.079255676E-1,2.978805542E-1,9.779463501E0
1.853733275E1,1.136137390E-1,2.954855347E-1,9.777667236E0
1.854734575E1,1.080752563E-1,3.026705933E-1,9.766590271E0
1.855735975E1,9.654922485E-2,3.059637451E-1,9.764195251E0
1.856737275E1,1.178050232E-1,3.026705933E-1,9.786498871E0
1.857738675E1,1.113684082E-1,3.061134338E-1,9.779762878E0
1.858739975E1,1.155596924E-1,3.019221497E-1,9.777667236E0
1.859741275E1,1.181044006E-1,2.832110596E-1,9.777218170E0
1.860742675E1,1.199006653E-1,3.079096985E-1,9.778565369E0
1.861743975E1,1.056802368E-1,3.141966248E-1,9.767338715E0
1.862745275E1,1.143621826E-1,2.854563904E-1,9.777068481E0
1.863746675E1,1.137634277E-1,2.986289978E-1,9.775721283E0
1.864747975E1,1.109193420E-1,3.007246399E-1,9.776469727E0
1.865749275E1,1.101708984E-1,2.939886475E-1,9.771829376E0
1.866750675E1,1.040336609E-1,3.086581421E-1,9.776020660E0
1.867751975E1,1.103205872E-1,3.010240173E-1,9.764794006E0
1.868753275E1,1.148112488E-1,2.986289978E-1,9.778565369E0
1.869754675E1,1.128652954E-1,2.998265076E-1,9.776619415E0
1.870755975E1,1.104702759E-1,3.007246399E-1,9.785750427E0
1.871757375E1,1.098715210E-1,3.095562744E-1,9.777667236E0
1.872758675E1,1.115180969E-1,2.894979858E-1,9.773326263E0
1.873759975E1,1.170565796E-1,2.978805542E-1,9.779463501E0
1.874761375E1,1.116677856E-1,2.854563904E-1,9.774823151E0
1.875762675E1,1.110690308E-1,3.031196594E-1,9.768386536E0
1.876763975E1,1.118174744E-1,2.900967407E-1,9.766590271E0
1.877765375E1,1.133143616E-1,2.933898926E-1,9.776020660E0
1.878766675E1,1.079255676E-1,2.989283752E-1,9.778565369E0
1.879767975E1,1.155596924E-1,3.065625000E-1,9.768236847E0
1.880769375E1,1.052311707E-1,2.891986084E-1,9.770482178E0
1.881770675E1,1.025367737E-1,3.014730835E-1,9.773925018E0
1.882771975E1,1.136137390E-1,2.926414490E-1,9.772278442E0
1.883773375E1,1.128652954E-1,2.920426941E-1,9.768236847E0
1.884774675E1,1.107696533E-1,2.926414490E-1,9.775122528E0
1.885775975E1,1.086740112E-1,3.019221497E-1,9.758058014E0
1.886777375E1,1.047821045E-1,2.990780640E-1,9.774523773E0
1.887778675E1,1.224453735E-1,2.969824219E-1,9.778265991E0
1.888780037E1,9.984237671E-2,3.103047180E-1,9.774823151E0
1.889781437E1,1.130149841E-1,2.993774414E-1,9.761949921E0
1.890782737E1,1.091230774E-1,2.924917603E-1,9.776918793E0
1.891784137E1,1.056802368E-1,2.906954956E-1,9.764045563E0
1.892785437E1,1.118174744E-1,2.971321106E-1,9.767338715E0
1.893786737E1,1.086740112E-1,2.983296204E-1,9.776170349E0
1.894788137E1,1.172062683E-1,3.062631226E-1,9.769134979E0
1.895789437E1,1.137634277E-1,2.929408264E-1,9.771230621E0
1.896790737E1,1.157093811E-1,2.938389587E-1,9.775421906E0
1.897792137E1,1.100212097E-1,2.920426941E-1,9.780661011E0
1.898793438E1,1.163081360E-1,3.017724609E-1,9.776619415E0
1.899794737E1,1.160087585E-1,3.005749512E-1,9.766141205E0
1.900796137E1,1.080752563E-1,2.809657288E-1,9.783355408E0
1.901797437E1,1.086740112E-1,2.896476746E-1,9.765841827E0
1.902798737E1,1.068777466E-1,3.010240173E-1,9.765392761E0
1.903800137E1,1.040336609E-1,2.938389587E-1,9.784552917E0
1.904801437E1,1.002914429E-1,3.112028503E-1,9.770033112E0
1.905802737E1,1.199006653E-1,3.062631226E-1,9.786798248E0
1.906804137E1,9.669891357E-2,3.034190369E-1,9.783804474E0
1.907805437E1,1.121168518E-1,3.011737061E-1,9.784552917E0
1.908806738E1,9.939331055E-2,3.014730835E-1,9.774224396E0
1.909808138E1,1.050814819E-1,2.969824219E-1,9.771829376E0
1.910809437E1,1.188528442E-1,3.049159241E-1,9.774523773E0
1.911810837E1,1.131646729E-1,3.050656128E-1,9.775122528E0
1.912812137E1,1.210981750E-1,2.960842896E-1,9.781858521E0
1.913813437E1,1.167572021E-1,3.092568970E-1,9.771829376E0
1.914814837E1,1.089733887E-1,2.966830444E-1,9.773326263E0
1.915816137E1,1.197509766E-1,3.017724609E-1,9.766290894E0
1.916817437E1,1.157093811E-1,3.002755737E-1,9.768087158E0
1.917818837E1,9.595046997E-2,2.996768188E-1,9.773326263E0
1.918820137E1,1.085243225E-1,2.992277527E-1,9.767638092E0
1.919821438E1,1.261875916E-1,2.975811768E-1,9.764045563E0
1.920822838E1,1.056802368E-1,3.103047180E-1,9.763895874E0
1.921824137E1,1.026864624E-1,3.037184143E-1,9.781858521E0
1.922825437E1,1.112187195E-1,2.974314880E-1,9.768835602E0
1.923826837E1,1.038839722E-1,3.019221497E-1,9.771230621E0
1.924828137E1,1.101708984E-1,3.073109436E-1,9.777966614E0
1.925829437E1,1.137634277E-1,2.924917603E-1,9.761351166E0
1.926830837E1,1.221459961E-1,2.996768188E-1,9.772428131E0
1.927832137E1,1.115180969E-1,3.074606323E-1,9.774523773E0
1.928833537E1,1.044827271E-1,3.004252625E-1,9.771230621E0
1.929834837E1,1.014889526E-1,3.047662354E-1,9.781559143E0
1.930836138E1,1.089733887E-1,2.972817993E-1,9.780511322E0
1.931837538E1,1.100212097E-1,2.938389587E-1,9.769584045E0
1.932838837E1,1.088237000E-1,3.028202820E-1,9.780810699E0
1.933840137E1,1.178050232E-1,2.963836670E-1,9.774823151E0
1.934841537E1,1.137634277E-1,3.032693481E-1,9.777667236E0
1.935842837E1,1.040336609E-1,2.978805542E-1,9.764494629E0
1.936844137E1,1.122665405E-1,2.903961182E-1,9.765692139E0
1.937845537E1,1.215472412E-1,2.936892700E-1,9.767787781E0
1.938846837E1,1.026864624E-1,3.007246399E-1,9.773475952E0
1.939848137E1,1.104702759E-1,3.124003601E-1,9.791887665E0
1.940849537E1,1.070274353E-1,3.097059631E-1,9.771829376E0
1.941850838E1,1.082249451E-1,2.950364685E-1,9.778864746E0
1.942852137E1,1.025367737E-1,3.110531616E-1,9.767488403E0
1.943853537E1,1.071771240E-1,2.992277527E-1,9.774972839E0
1.944854837E1,1.246907043E-1,3.004252625E-1,9.784253540E0
1.945856237E1,1.218466187E-1,2.932402039E-1,9.766889648E0
1.946857537E1,1.086740112E-1,2.998265076E-1,9.768386536E0
1.947858837E1,1.161584473E-1,2.862048340E-1,9.765991516E0
1.948860237E1,1.121168518E-1,2.944377136E-1,9.778415680E0
1.949861537E1,1.059796143E-1,2.945874023E-1,9.767937469E0
1.950862837E1,1.079255676E-1,2.915936279E-1,9.789642334E0
1.951864237E1,1.122665405E-1,2.996768188E-1,9.765392761E0
1.952865538E1,1.028361511E-1,2.954855347E-1,9.767189026E0
1.953866837E1,1.026864624E-1,2.917433167E-1,9.771979065E0
1.954868237E1,1.149609375E-1,3.071612549E-1,9.772877197E0
1.955869537E1,1.079255676E-1,3.077600098E-1,9.768536224E0
1.956870837E1,1.020877075E-1,3.020718384E-1,9.765841827E0
1.957872237E1,1.116677856E-1,2.992277527E-1,9.781259766E0
1.958873537E1,1.197509766E-1,3.010240173E-1,9.777367859E0
1.959874837E1,1.071771240E-1,2.897973633E-1,9.771979065E0
1.960876237E1,1.101708984E-1,3.002755737E-1,9.777517548E0
1.961877537E1,1.047821045E-1,2.993774414E-1,9.772428131E0
1.962878937E1,1.125659180E-1,2.983296204E-1,9.781409454E0
1.963880238E1,1.260379028E-1,2.890489197E-1,9.769284668E0
1.964881537E1,1.134640503E-1,2.932402039E-1,9.775122528E0
1.965882937E1,1.074765015E-1,2.965333557E-1,9.774823151E0
1.966884237E1,1.184037781E-1,3.028202820E-1,9.779164124E0
1.967885537E1,1.032852173E-1,2.980302429E-1,9.778715057E0
1.968886937E1,1.089733887E-1,3.079096985E-1,9.777367859E0
1.969888237E1,1.065783691E-1,3.134481812E-1,9.774224396E0
1.970889537E1,1.109193420E-1,3.013233948E-1,9.766739960E0
1.971890937E1,1.178050232E-1,2.920426941E-1,9.764195251E0
1.972892237E1,1.106199646E-1,2.990780640E-1,9.765991516E0
1.973893538E1,1.110690308E-1,2.986289978E-1,9.781259766E0
1.974894938E1,1.097218323E-1,3.002755737E-1,9.775870972E0
1.975896237E1,1.127156067E-1,3.011737061E-1,9.782008209E0
1.976897537E1,1.173559570E-1,2.990780640E-1,9.775870972E0
1.977898937E1,1.068777466E-1,3.067121887E-1,9.781409454E0
1.978900237E1,1.073268127E-1,3.041674805E-1,9.768985291E0
1.979901637E1,1.025367737E-1,3.043171692E-1,9.771080933E0
1.980902937E1,1.082249451E-1,3.029699707E-1,9.773026886E0
1.981904237E1,1.131646729E-1,2.900967407E-1,9.761650543E0
1.982905637E1,1.196012878E-1,2.995271301E-1,9.778565369E0
1.983906937E1,1.070274353E-1,3.059637451E-1,9.787397003E0
1.984908238E1,1.071771240E-1,2.960842896E-1,9.767189026E0
1.985909638E1,1.091230774E-1,2.926414490E-1,9.773326263E0
1.986910937E1,1.094224548E-1,2.947370911E-1,9.784253540E0
1.987912237E1,1.079255676E-1,3.010240173E-1,9.775421906E0
1.988913662E1,1.175056458E-1,3.052153015E-1,9.768685913E0
1.989914962E1,1.163081360E-1,2.948867798E-1,9.790540466E0
1.990916262E1,1.031355286E-1,2.915936279E-1,9.772278442E0
1.991917662E1,1.184037781E-1,3.020718384E-1,9.783804474E0
1.992918962E1,1.164578247E-1,2.945874023E-1,9.780810699E0
1.993920262E1,9.535171509E-2,3.065625000E-1,9.759554901E0
1.994921662E1,1.184037781E-1,2.990780640E-1,9.771529999E0
1.995922963E1,1.014889526E-1,2.966830444E-1,9.768536224E0
1.996924363E1,1.074765015E-1,3.058140564E-1,9.771679688E0
1.997925662E1,9.879455566E-2,2.908451843E-1,9.776170349E0
1.998926962E1,1.014889526E-1,2.924917603E-1,9.775721283E0
1.999928362E1,1.148112488E-1,2.921923828E-1,9.787397003E0
2.000929662E1,1.068777466E-1,2.972817993E-1,9.775870972E0
2.001930962E1,1.112187195E-1,2.984793091E-1,9.771979065E0
2.002932362E1,1.149609375E-1,3.014730835E-1,9.776469727E0
2.003933662E1,1.095721436E-1,2.935395813E-1,9.769134979E0
2.004934962E1,1.026864624E-1,2.962339783E-1,9.765542450E0
2.005936362E1,1.004411316E-1,2.978805542E-1,9.773475952E0
2.006937663E1,1.073268127E-1,3.059637451E-1,9.764344940E0
2.007938962E1,1.207987976E-1,2.930905151E-1,9.770033112E0
2.008940362E1,1.167572021E-1,2.923420715E-1,9.771080933E0
2.009941662E1,1.070274353E-1,2.832110596E-1,9.776020660E0
2.010942962E1,1.128652954E-1,2.953358459E-1,9.770033112E0
2.011944362E1,1.184037781E-1,3.004252625E-1,9.760003967E0
2.012945662E1,1.273851013E-1,3.022215271E-1,9.766290894E0
2.013946962E1,1.151106262E-1,3.091072083E-1,9.776320038E0
2.014948362E1,1.098715210E-1,2.942880249E-1,9.778864746E0
2.015949662E1,1.046324158E-1,3.007246399E-1,9.758357391E0
