"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.493250912E1,1.161584473E-1,3.002755737E-1,9.788893890E0
4.494252312E1,1.242416382E-1,3.052153015E-1,9.765542450E0
4.495253612E1,1.082249451E-1,2.965333557E-1,9.762997742E0
4.496254912E1,1.142124939E-1,3.101550293E-1,9.764794006E0
4.497256312E1,1.055305481E-1,3.050656128E-1,9.788893890E0
4.498257612E1,1.106199646E-1,3.080593872E-1,9.781110077E0
4.499258913E1,1.061293030E-1,3.029699707E-1,9.768386536E0
4.500260313E1,1.007405090E-1,2.930905151E-1,9.763895874E0
4.501261612E1,9.774673462E-2,2.894979858E-1,9.781409454E0
4.502262912E1,1.130149841E-1,3.025209045E-1,9.778715057E0
4.503264312E1,1.167572021E-1,2.944377136E-1,9.767488403E0
4.504265612E1,1.170565796E-1,3.023712158E-1,9.769284668E0
4.505266912E1,1.082249451E-1,3.116519165E-1,9.774972839E0
4.506268312E1,1.097218323E-1,3.020718384E-1,9.779313812E0
4.507269612E1,1.064286804E-1,3.029699707E-1,9.766440582E0
4.508270912E1,1.161584473E-1,2.911445618E-1,9.776769104E0
4.509272312E1,1.110690308E-1,2.968327332E-1,9.773925018E0
4.510273613E1,1.118174744E-1,2.891986084E-1,9.782157898E0
4.511274912E1,1.050814819E-1,3.019221497E-1,9.778116302E0
4.512276312E1,9.280700684E-2,3.010240173E-1,9.780511322E0
4.513277612E1,1.097218323E-1,3.146456909E-1,9.768386536E0
4.514278912E1,1.043330383E-1,3.156935120E-1,9.780960388E0
4.515280312E1,9.879455566E-2,2.936892700E-1,9.766590271E0
4.516281612E1,1.109193420E-1,2.998265076E-1,9.768835602E0
4.517282912E1,1.145118713E-1,3.004252625E-1,9.777816925E0
4.518284312E1,1.037342834E-1,2.900967407E-1,9.770631866E0
4.519285612E1,1.065783691E-1,2.803669739E-1,9.771230621E0
4.520286913E1,1.152603149E-1,2.871029663E-1,9.790989532E0
4.521288313E1,1.082249451E-1,3.095562744E-1,9.785900116E0
4.522289612E1,1.112187195E-1,3.138972473E-1,9.782606964E0
4.523290912E1,9.969268799E-2,3.110531616E-1,9.775721283E0
4.524292312E1,1.026864624E-1,3.059637451E-1,9.775122528E0
4.525293612E1,1.137634277E-1,2.999761963E-1,9.769883423E0
4.526294912E1,1.188528442E-1,2.906954956E-1,9.768386536E0
4.527296312E1,1.080752563E-1,2.887495422E-1,9.761949921E0
4.528297612E1,1.133143616E-1,2.854563904E-1,9.762099609E0
4.529298912E1,1.068777466E-1,2.960842896E-1,9.786798248E0
4.530300312E1,1.008901978E-1,3.083587646E-1,9.763895874E0
4.531301613E1,1.034349060E-1,2.911445618E-1,9.764344940E0
4.532302912E1,1.194515991E-1,2.977308655E-1,9.778116302E0
4.533304312E1,1.089733887E-1,3.053649902E-1,9.787247314E0
4.534305612E1,1.118174744E-1,3.017724609E-1,9.775272217E0
4.535306912E1,1.107696533E-1,2.962339783E-1,9.777816925E0
4.536308312E1,1.279838562E-1,2.936892700E-1,9.783804474E0
4.537309612E1,1.140628052E-1,3.011737061E-1,9.773026886E0
4.538310912E1,1.038839722E-1,3.035687256E-1,9.761051788E0
4.539312312E1,1.128652954E-1,3.038681030E-1,9.768835602E0
4.540313612E1,1.091230774E-1,3.050656128E-1,9.771529999E0
4.541314913E1,9.849517822E-2,2.960842896E-1,9.772877197E0
4.542316313E1,1.059796143E-1,3.007246399E-1,9.779463501E0
4.543317612E1,1.094224548E-1,3.013233948E-1,9.760303345E0
4.544318912E1,1.065783691E-1,2.992277527E-1,9.767937469E0
4.545320312E1,1.166075134E-1,2.983296204E-1,9.777517548E0
4.546321612E1,1.113684082E-1,2.995271301E-1,9.763297119E0
4.547322912E1,1.076261902E-1,3.038681030E-1,9.771679688E0
4.548324312E1,1.101708984E-1,3.004252625E-1,9.776320038E0
4.549325612E1,1.076261902E-1,2.868035889E-1,9.771380310E0
4.550326912E1,1.020877075E-1,2.909948730E-1,9.782756653E0
4.551328312E1,1.103205872E-1,2.915936279E-1,9.780361633E0
4.552329613E1,1.094224548E-1,2.920426941E-1,9.779463501E0
4.553330912E1,1.170565796E-1,3.053649902E-1,9.755662994E0
4.554332312E1,1.053808594E-1,2.959346008E-1,9.776320038E0
4.555333612E1,1.073268127E-1,2.980302429E-1,9.770931244E0
4.556334912E1,1.085243225E-1,3.074606323E-1,9.774673462E0
4.557336312E1,1.148112488E-1,3.055146790E-1,9.775122528E0
4.558337612E1,1.224453735E-1,2.924917603E-1,9.787846069E0
4.559338912E1,1.020877075E-1,3.038681030E-1,9.780661011E0
4.560340312E1,1.095721436E-1,2.996768188E-1,9.776469727E0
4.561341612E1,1.131646729E-1,2.977308655E-1,9.770931244E0
4.562342913E1,1.181044006E-1,2.974314880E-1,9.777218170E0
4.563344312E1,1.038839722E-1,2.945874023E-1,9.777667236E0
4.564345612E1,9.879455566E-2,3.106040955E-1,9.777218170E0
4.565346912E1,1.143621826E-1,2.951861572E-1,9.780661011E0
4.566348312E1,1.031355286E-1,2.914439392E-1,9.779762878E0
4.567349612E1,1.175056458E-1,2.941383362E-1,9.783505096E0
4.568350912E1,1.136137390E-1,2.993774414E-1,9.768985291E0
4.569352312E1,1.017883301E-1,3.001258850E-1,9.780960388E0
4.570353612E1,1.056802368E-1,2.918930054E-1,9.785001984E0
4.571354912E1,9.954299927E-2,2.909948730E-1,9.782457275E0
4.572356312E1,1.047821045E-1,2.980302429E-1,9.778415680E0
4.573357612E1,1.115180969E-1,2.839595032E-1,9.774374084E0
4.574358912E1,1.169068909E-1,2.902464294E-1,9.782606964E0
4.575360312E1,1.125659180E-1,2.972817993E-1,9.766739960E0
4.576361612E1,1.023870850E-1,2.990780640E-1,9.771529999E0
4.577362912E1,1.143621826E-1,2.939886475E-1,9.763746185E0
4.578364312E1,1.028361511E-1,3.038681030E-1,9.767787781E0
4.579365612E1,1.110690308E-1,2.945874023E-1,9.773925018E0
4.580366912E1,1.104702759E-1,2.984793091E-1,9.781259766E0
4.581368312E1,1.140628052E-1,3.147953796E-1,9.768685913E0
4.582369612E1,1.091230774E-1,2.965333557E-1,9.768835602E0
4.583370912E1,1.170565796E-1,2.960842896E-1,9.774972839E0
4.584372312E1,1.088237000E-1,3.037184143E-1,9.788744202E0
4.585373612E1,1.080752563E-1,3.019221497E-1,9.776918793E0
4.586374912E1,1.196012878E-1,3.011737061E-1,9.761650543E0
4.587376312E1,1.233435059E-1,2.980302429E-1,9.759405212E0
4.588377612E1,1.016386414E-1,2.884501648E-1,9.767338715E0
4.589378912E1,1.131646729E-1,3.076103210E-1,9.766141205E0
4.590380312E1,1.146615601E-1,3.082090759E-1,9.773925018E0
4.591381667E1,1.049317932E-1,3.008743286E-1,9.778415680E0
4.592382967E1,1.020877075E-1,2.998265076E-1,9.767638092E0
4.593384367E1,1.152603149E-1,2.890489197E-1,9.767937469E0
4.594385667E1,1.196012878E-1,3.014730835E-1,9.775571594E0
4.595386967E1,1.204994202E-1,2.950364685E-1,9.769584045E0
4.596388367E1,1.118174744E-1,3.053649902E-1,9.783056030E0
4.597389667E1,1.068777466E-1,3.022215271E-1,9.774374084E0
4.598390967E1,1.113684082E-1,2.990780640E-1,9.774523773E0
4.599392367E1,1.068777466E-1,2.993774414E-1,9.785750427E0
4.600393667E1,1.113684082E-1,3.047662354E-1,9.778415680E0
4.601394967E1,1.065783691E-1,3.049159241E-1,9.770182800E0
4.602396367E1,1.109193420E-1,3.031196594E-1,9.787846069E0
4.603397667E1,9.819580078E-2,2.960842896E-1,9.775122528E0
4.604398967E1,1.113684082E-1,2.978805542E-1,9.777218170E0
4.605400367E1,1.119671631E-1,3.088078308E-1,9.763746185E0
4.606401667E1,1.155596924E-1,3.052153015E-1,9.792935486E0
4.607402967E1,1.193019104E-1,3.008743286E-1,9.771080933E0
4.608404367E1,1.163081360E-1,3.022215271E-1,9.764195251E0
4.609405667E1,1.035845947E-1,2.878514099E-1,9.770332489E0
4.610406967E1,1.049317932E-1,3.055146790E-1,9.755513306E0
4.611408367E1,9.954299927E-2,3.043171692E-1,9.769883423E0
4.612409667E1,1.073268127E-1,2.957849121E-1,9.785600739E0
4.613410967E1,1.025367737E-1,3.017724609E-1,9.779613190E0
4.614412367E1,1.106199646E-1,2.914439392E-1,9.782906342E0
4.615413667E1,1.112187195E-1,3.113525391E-1,9.772128754E0
4.616414967E1,1.109193420E-1,3.115022278E-1,9.770931244E0
4.617416367E1,1.092727661E-1,3.005749512E-1,9.776918793E0
4.618417667E1,1.082249451E-1,2.874023438E-1,9.766590271E0
4.619418967E1,1.143621826E-1,3.034190369E-1,9.779762878E0
4.620420367E1,1.037342834E-1,3.071612549E-1,9.778265991E0
4.621421667E1,1.145118713E-1,3.010240173E-1,9.777367859E0
4.622422967E1,1.085243225E-1,2.996768188E-1,9.766590271E0
4.623424367E1,9.400451660E-2,3.149450684E-1,9.775721283E0
4.624425667E1,1.148112488E-1,3.056643677E-1,9.770931244E0
4.625426967E1,1.284329224E-1,2.923420715E-1,9.772278442E0
4.626428367E1,1.164578247E-1,2.954855347E-1,9.770482178E0
4.627429667E1,1.190025330E-1,3.005749512E-1,9.783954163E0
4.628430967E1,1.196012878E-1,2.936892700E-1,9.780511322E0
4.629432367E1,9.714797974E-2,3.011737061E-1,9.781559143E0
4.630433667E1,1.004411316E-1,2.915936279E-1,9.771080933E0
4.631434967E1,1.170565796E-1,3.004252625E-1,9.786199493E0
4.632436367E1,1.101708984E-1,2.906954956E-1,9.771829376E0
4.633437667E1,9.849517822E-2,2.998265076E-1,9.769883423E0
4.634438967E1,1.071771240E-1,2.893482971E-1,9.765243073E0
4.635440367E1,1.199006653E-1,3.065625000E-1,9.766739960E0
4.636441667E1,1.181044006E-1,3.038681030E-1,9.778864746E0
4.637442967E1,1.026864624E-1,3.023712158E-1,9.777068481E0
4.638444367E1,1.097218323E-1,2.989283752E-1,9.764045563E0
4.639445667E1,1.080752563E-1,3.004252625E-1,9.781110077E0
4.640446967E1,1.011895752E-1,3.110531616E-1,9.774823151E0
4.641448367E1,1.077758789E-1,3.067121887E-1,9.779313812E0
4.642449667E1,1.184037781E-1,2.894979858E-1,9.776020660E0
4.643450967E1,1.196012878E-1,2.929408264E-1,9.771080933E0
4.644452367E1,1.080752563E-1,3.073109436E-1,9.784552917E0
4.645453667E1,1.089733887E-1,2.969824219E-1,9.781858521E0
4.646454967E1,1.170565796E-1,3.058140564E-1,9.763895874E0
4.647456367E1,1.070274353E-1,2.971321106E-1,9.777218170E0
4.648457667E1,1.106199646E-1,3.091072083E-1,9.767638092E0
4.649458967E1,1.166075134E-1,2.977308655E-1,9.782157898E0
4.650460367E1,1.157093811E-1,3.017724609E-1,9.779313812E0
4.651461667E1,1.160087585E-1,2.998265076E-1,9.768835602E0
4.652462967E1,1.113684082E-1,3.059637451E-1,9.785451050E0
4.653464367E1,1.056802368E-1,3.186872864E-1,9.777218170E0
4.654465667E1,1.080752563E-1,2.987786865E-1,9.765243073E0
4.655466967E1,1.065783691E-1,2.902464294E-1,9.772577820E0
4.656468367E1,1.240919495E-1,2.993774414E-1,9.780661011E0
4.657469667E1,1.190025330E-1,2.995271301E-1,9.777517548E0
4.658470967E1,1.058299255E-1,2.924917603E-1,9.772128754E0
4.659472367E1,1.185534668E-1,2.942880249E-1,9.779313812E0
4.660473667E1,1.128652954E-1,3.052153015E-1,9.771380310E0
4.661474967E1,1.170565796E-1,3.044668579E-1,9.785750427E0
4.662476367E1,1.219963074E-1,3.089575195E-1,9.771679688E0
4.663477667E1,1.058299255E-1,3.077600098E-1,9.774823151E0
4.664478967E1,1.149609375E-1,3.023712158E-1,9.769733734E0
4.665480367E1,1.264869690E-1,2.981799316E-1,9.777367859E0
4.666481667E1,1.178050232E-1,2.908451843E-1,9.773925018E0
4.667482967E1,1.119671631E-1,2.920426941E-1,9.755812683E0
4.668484367E1,1.089733887E-1,3.044668579E-1,9.770631866E0
4.669485667E1,9.445358276E-2,3.104544067E-1,9.778415680E0
4.670486967E1,9.909393311E-2,3.017724609E-1,9.768985291E0
4.671488367E1,1.034349060E-1,2.989283752E-1,9.778265991E0
4.672489667E1,1.104702759E-1,3.047662354E-1,9.776918793E0
4.673490967E1,1.095721436E-1,2.957849121E-1,9.770482178E0
4.674492367E1,1.097218323E-1,2.914439392E-1,9.776769104E0
4.675493667E1,1.200503540E-1,3.031196594E-1,9.778864746E0
4.676494967E1,1.070274353E-1,2.894979858E-1,9.768985291E0
4.677496367E1,9.939331055E-2,3.020718384E-1,9.770781555E0
4.678497667E1,1.124162292E-1,3.043171692E-1,9.776170349E0
4.679498967E1,1.056802368E-1,3.041674805E-1,9.778864746E0
4.680500367E1,1.047821045E-1,3.043171692E-1,9.777816925E0
4.681501667E1,1.016386414E-1,3.014730835E-1,9.772128754E0
4.682502967E1,1.178050232E-1,2.938389587E-1,9.768985291E0
4.683504367E1,1.148112488E-1,2.956352234E-1,9.776769104E0
4.684505667E1,1.152603149E-1,3.019221497E-1,9.787546692E0
4.685506967E1,1.118174744E-1,3.035687256E-1,9.785151672E0
4.686508367E1,1.110690308E-1,3.046165466E-1,9.786798248E0
4.687509667E1,1.160087585E-1,2.917433167E-1,9.787696381E0
4.688510967E1,1.103205872E-1,2.959346008E-1,9.777517548E0
4.689512367E1,1.055305481E-1,3.077600098E-1,9.766440582E0
4.690513667E1,1.119671631E-1,3.005749512E-1,9.772128754E0
4.691514892E1,1.161584473E-1,2.975811768E-1,9.775421906E0
4.692516292E1,1.179547119E-1,3.010240173E-1,9.771829376E0
4.693517592E1,1.055305481E-1,3.046165466E-1,9.761650543E0
4.694518892E1,1.070274353E-1,2.947370911E-1,9.774823151E0
4.695520292E1,1.149609375E-1,2.996768188E-1,9.770182800E0
4.696521592E1,1.010398865E-1,2.902464294E-1,9.782157898E0
4.697522892E1,1.170565796E-1,3.118016052E-1,9.757908325E0
4.698524292E1,1.070274353E-1,2.965333557E-1,9.776619415E0
4.699525592E1,1.049317932E-1,2.969824219E-1,9.791438599E0
4.700526892E1,9.789642334E-2,3.089575195E-1,9.777218170E0
4.701528292E1,1.152603149E-1,2.942880249E-1,9.770631866E0
4.702529592E1,1.222956848E-1,3.062631226E-1,9.785900116E0
4.703530892E1,1.077758789E-1,3.065625000E-1,9.785001984E0
4.704532292E1,1.155596924E-1,2.978805542E-1,9.767937469E0
4.705533592E1,1.151106262E-1,2.948867798E-1,9.776469727E0
4.706534892E1,1.070274353E-1,2.945874023E-1,9.778565369E0
4.707536292E1,1.070274353E-1,2.996768188E-1,9.792785797E0
4.708537592E1,1.086740112E-1,2.939886475E-1,9.767338715E0
4.709538892E1,1.074765015E-1,2.914439392E-1,9.765991516E0
4.710540292E1,1.089733887E-1,3.016227722E-1,9.776769104E0
4.711541592E1,1.190025330E-1,3.115022278E-1,9.785301361E0
4.712542892E1,1.136137390E-1,3.050656128E-1,9.777367859E0
4.713544292E1,1.050814819E-1,2.968327332E-1,9.765692139E0
4.714545592E1,1.115180969E-1,3.032693481E-1,9.779313812E0
4.715546892E1,1.266366577E-1,2.924917603E-1,9.797575836E0
4.716548292E1,1.118174744E-1,2.977308655E-1,9.774523773E0
4.717549592E1,1.064286804E-1,3.055146790E-1,9.759255524E0
4.718550892E1,9.550140381E-2,2.947370911E-1,9.778116302E0
4.719552292E1,1.059796143E-1,3.118016052E-1,9.774823151E0
4.720553592E1,1.092727661E-1,3.008743286E-1,9.768685913E0
4.721554892E1,9.924362183E-2,3.128494263E-1,9.776020660E0
4.722556292E1,1.089733887E-1,3.082090759E-1,9.779164124E0
4.723557592E1,1.221459961E-1,3.118016052E-1,9.777068481E0
4.724558892E1,1.125659180E-1,2.918930054E-1,9.760453033E0
4.725560192E1,1.031355286E-1,2.963836670E-1,9.766739960E0
4.726561592E1,1.110690308E-1,3.159928894E-1,9.770332489E0
4.727562892E1,1.070274353E-1,2.962339783E-1,9.786199493E0
4.728564292E1,1.083746338E-1,3.020718384E-1,9.775421906E0
4.729565592E1,1.103205872E-1,2.920426941E-1,9.776170349E0
4.730566892E1,1.001417542E-1,3.025209045E-1,9.791139221E0
4.731568292E1,9.520202637E-2,3.101550293E-1,9.775421906E0
4.732569592E1,1.154100037E-1,2.899470520E-1,9.781559143E0
4.733570892E1,1.179547119E-1,2.888992310E-1,9.769134979E0
4.734572192E1,1.148112488E-1,2.905458069E-1,9.764494629E0
4.735573592E1,1.342707825E-1,2.971321106E-1,9.773176575E0
4.736574892E1,1.157093811E-1,3.031196594E-1,9.784552917E0
4.737576292E1,1.002914429E-1,2.956352234E-1,9.788893890E0
4.738577592E1,9.924362183E-2,2.984793091E-1,9.782606964E0
4.739578892E1,8.053253174E-2,2.953358459E-1,9.779313812E0
4.740580292E1,9.894424438E-2,3.025209045E-1,9.766590271E0
4.741581592E1,1.122665405E-1,2.983296204E-1,9.771829376E0
4.742582892E1,1.181044006E-1,2.957849121E-1,9.761201477E0
4.743584192E1,1.083746338E-1,3.026705933E-1,9.762398987E0
4.744585592E1,1.260379028E-1,3.104544067E-1,9.774673462E0
4.745586892E1,1.133143616E-1,3.019221497E-1,9.774224396E0
4.746588192E1,1.125659180E-1,3.029699707E-1,9.785451050E0
4.747589592E1,1.157093811E-1,3.140469360E-1,9.777966614E0
4.748590892E1,1.034349060E-1,3.041674805E-1,9.774972839E0
4.749592292E1,9.864486694E-2,2.847079468E-1,9.778116302E0
4.750593592E1,9.460327148E-2,2.956352234E-1,9.772727509E0
4.751594892E1,1.010398865E-1,3.020718384E-1,9.785900116E0
4.752596192E1,1.068777466E-1,3.140469360E-1,9.757908325E0
4.753597592E1,1.279838562E-1,3.037184143E-1,9.763446808E0
4.754598892E1,1.073268127E-1,2.960842896E-1,9.766141205E0
4.755600192E1,1.202000427E-1,3.017724609E-1,9.770033112E0
4.756601592E1,1.143621826E-1,3.131488037E-1,9.784552917E0
4.757602892E1,1.100212097E-1,3.070115662E-1,9.768835602E0
4.758604192E1,1.118174744E-1,2.842588806E-1,9.768386536E0
4.759605592E1,1.089733887E-1,2.862048340E-1,9.776020660E0
4.760606892E1,1.038839722E-1,2.869532776E-1,9.786648560E0
4.761608192E1,1.107696533E-1,3.106040955E-1,9.780511322E0
4.762609592E1,1.019380188E-1,3.094065857E-1,9.788594513E0
4.763610892E1,1.140628052E-1,3.061134338E-1,9.776170349E0
4.764612192E1,1.204994202E-1,2.874023438E-1,9.762698364E0
4.765613592E1,1.200503540E-1,3.085084534E-1,9.776020660E0
4.766614892E1,1.218466187E-1,3.140469360E-1,9.780361633E0
4.767616192E1,1.094224548E-1,2.939886475E-1,9.765243073E0
4.768617592E1,1.038839722E-1,3.013233948E-1,9.769434357E0
4.769618892E1,1.007405090E-1,2.990780640E-1,9.772128754E0
4.770620192E1,1.032852173E-1,2.918930054E-1,9.770781555E0
4.771621592E1,9.595046997E-2,2.980302429E-1,9.781259766E0
4.772622892E1,1.137634277E-1,3.074606323E-1,9.781409454E0
4.773624192E1,1.237925720E-1,3.034190369E-1,9.767638092E0
4.774625592E1,1.246907043E-1,2.995271301E-1,9.776020660E0
4.775626892E1,1.149609375E-1,2.962339783E-1,9.770033112E0
4.776628192E1,1.252894592E-1,2.915936279E-1,9.767189026E0
4.777629592E1,1.184037781E-1,2.927911377E-1,9.781559143E0
4.778630892E1,1.073268127E-1,3.025209045E-1,9.771230621E0
4.779632292E1,1.016386414E-1,3.064128113E-1,9.773925018E0
4.780633592E1,9.415420532E-2,2.962339783E-1,9.785900116E0
4.781634892E1,1.053808594E-1,2.996768188E-1,9.767338715E0
4.782636192E1,1.151106262E-1,3.073109436E-1,9.767937469E0
4.783637592E1,1.196012878E-1,3.037184143E-1,9.760303345E0
4.784638892E1,1.264869690E-1,2.953358459E-1,9.764644318E0
4.785640192E1,1.197509766E-1,2.839595032E-1,9.777816925E0
4.786641592E1,1.091230774E-1,2.986289978E-1,9.774673462E0
4.787642892E1,1.035845947E-1,3.016227722E-1,9.770332489E0
4.788644192E1,1.095721436E-1,3.141966248E-1,9.774074707E0
4.789645592E1,9.400451660E-2,3.071612549E-1,9.767039337E0
4.790646892E1,1.161584473E-1,2.881507874E-1,9.781259766E0
4.791648250E1,1.062789917E-1,2.871029663E-1,9.767787781E0
4.792649650E1,1.154100037E-1,2.875520325E-1,9.762698364E0
4.793650950E1,1.273851013E-1,2.954855347E-1,9.765243073E0
4.794652250E1,1.234931946E-1,3.073109436E-1,9.778415680E0
4.795653650E1,1.127156067E-1,3.083587646E-1,9.765841827E0
4.796654950E1,1.068777466E-1,3.107537842E-1,9.780511322E0
4.797656250E1,1.145118713E-1,3.254232788E-1,9.785001984E0
4.798657650E1,1.055305481E-1,2.992277527E-1,9.786798248E0
4.799658950E1,1.047821045E-1,2.960842896E-1,9.763746185E0
4.800660250E1,1.155596924E-1,2.888992310E-1,9.758058014E0
4.801661650E1,1.119671631E-1,3.034190369E-1,9.766141205E0
4.802662950E1,1.160087585E-1,3.016227722E-1,9.767937469E0
4.803664250E1,1.068777466E-1,2.974314880E-1,9.764794006E0
4.804665650E1,1.109193420E-1,3.150947571E-1,9.770482178E0
4.805666950E1,1.212478638E-1,3.107537842E-1,9.774823151E0
4.806668250E1,1.131646729E-1,3.022215271E-1,9.789642334E0
4.807669650E1,1.070274353E-1,2.906954956E-1,9.766440582E0
4.808670950E1,9.250762939E-2,2.902464294E-1,9.754764862E0
4.809672250E1,1.152603149E-1,3.026705933E-1,9.780511322E0
4.810673650E1,1.158590698E-1,2.941383362E-1,9.786199493E0
4.811674950E1,1.073268127E-1,3.001258850E-1,9.779912567E0
4.812676250E1,1.079255676E-1,3.155438232E-1,9.762698364E0
4.813677650E1,1.122665405E-1,3.061134338E-1,9.768386536E0
4.814678950E1,1.227447510E-1,3.025209045E-1,9.785451050E0
4.815680250E1,1.097218323E-1,2.957849121E-1,9.769284668E0
4.816681650E1,1.222956848E-1,2.938389587E-1,9.769733734E0
4.817682950E1,1.146615601E-1,2.932402039E-1,9.762997742E0
4.818684250E1,1.113684082E-1,3.052153015E-1,9.767338715E0
4.819685650E1,1.077758789E-1,2.968327332E-1,9.779014435E0
4.820686950E1,1.043330383E-1,2.995271301E-1,9.767338715E0
4.821688250E1,1.154100037E-1,3.073109436E-1,9.795330505E0
4.822689650E1,9.520202637E-2,3.032693481E-1,9.778565369E0
4.823690950E1,1.080752563E-1,2.972817993E-1,9.776170349E0
4.824692250E1,1.149609375E-1,2.920426941E-1,9.760602722E0
4.825693650E1,1.145118713E-1,2.956352234E-1,9.779313812E0
4.826694950E1,1.182540894E-1,3.038681030E-1,9.782157898E0
4.827696250E1,1.131646729E-1,2.960842896E-1,9.779912567E0
4.828697650E1,1.028361511E-1,3.044668579E-1,9.779014435E0
4.829698950E1,1.038839722E-1,3.035687256E-1,9.774523773E0
4.830700250E1,9.879455566E-2,3.002755737E-1,9.773925018E0
4.831701650E1,9.939331055E-2,3.061134338E-1,9.776469727E0
4.832702950E1,1.064286804E-1,2.962339783E-1,9.774374084E0
4.833704250E1,1.187031555E-1,2.963836670E-1,9.775870972E0
4.834705650E1,1.209484863E-1,3.076103210E-1,9.791887665E0
4.835706950E1,1.110690308E-1,3.071612549E-1,9.776320038E0
4.836708250E1,1.082249451E-1,3.044668579E-1,9.762848053E0
4.837709650E1,1.125659180E-1,2.902464294E-1,9.786648560E0
4.838710950E1,1.041833496E-1,2.995271301E-1,9.780361633E0
4.839712250E1,1.022373962E-1,2.989283752E-1,9.771529999E0
4.840713650E1,1.089733887E-1,2.960842896E-1,9.780361633E0
4.841714950E1,1.125659180E-1,2.966830444E-1,9.772128754E0
4.842716250E1,1.152603149E-1,2.926414490E-1,9.784253540E0
4.843717650E1,1.101708984E-1,2.992277527E-1,9.765243073E0
4.844718950E1,9.684860229E-2,2.984793091E-1,9.773925018E0
4.845720250E1,1.155596924E-1,3.011737061E-1,9.774823151E0
4.846721650E1,1.089733887E-1,2.984793091E-1,9.772727509E0
4.847722950E1,1.010398865E-1,2.980302429E-1,9.790839844E0
4.848724250E1,1.052311707E-1,2.981799316E-1,9.768386536E0
4.849725650E1,1.182540894E-1,2.974314880E-1,9.773176575E0
4.850726950E1,1.173559570E-1,3.005749512E-1,9.785900116E0
4.851728250E1,1.206491089E-1,2.851570129E-1,9.767787781E0
4.852729650E1,1.207987976E-1,3.029699707E-1,9.766141205E0
4.853730950E1,1.130149841E-1,2.896476746E-1,9.785600739E0
4.854732250E1,1.148112488E-1,3.031196594E-1,9.770332489E0
4.855733650E1,1.227447510E-1,3.059637451E-1,9.773925018E0
4.856734950E1,1.058299255E-1,2.984793091E-1,9.768685913E0
4.857736250E1,9.969268799E-2,2.923420715E-1,9.772877197E0
4.858737650E1,1.044827271E-1,3.011737061E-1,9.769434357E0
4.859738950E1,1.167572021E-1,2.941383362E-1,9.771230621E0
4.860740250E1,1.193019104E-1,3.044668579E-1,9.785151672E0
4.861741650E1,1.151106262E-1,3.071612549E-1,9.770781555E0
4.862742950E1,1.151106262E-1,3.047662354E-1,9.763596497E0
4.863744250E1,1.106199646E-1,3.023712158E-1,9.763446808E0
4.864745650E1,1.092727661E-1,3.052153015E-1,9.783654785E0
4.865746950E1,1.086740112E-1,3.008743286E-1,9.777966614E0
4.866748250E1,1.181044006E-1,3.014730835E-1,9.753417664E0
4.867749650E1,1.037342834E-1,2.932402039E-1,9.775721283E0
4.868750950E1,1.082249451E-1,2.947370911E-1,9.770931244E0
4.869752250E1,1.082249451E-1,3.040177917E-1,9.770781555E0
4.870753650E1,1.040336609E-1,3.064128113E-1,9.769134979E0
4.871754950E1,9.909393311E-2,3.034190369E-1,9.768536224E0
4.872756250E1,1.023870850E-1,3.091072083E-1,9.784103851E0
4.873757650E1,1.169068909E-1,2.933898926E-1,9.779313812E0
4.874758950E1,1.112187195E-1,2.911445618E-1,9.770482178E0
4.875760250E1,1.228944397E-1,3.040177917E-1,9.778265991E0
4.876761650E1,1.110690308E-1,2.800675964E-1,9.773625641E0
4.877762950E1,1.118174744E-1,3.129991150E-1,9.776469727E0
4.878764250E1,1.056802368E-1,3.050656128E-1,9.779912567E0
4.879765650E1,1.204994202E-1,2.983296204E-1,9.783056030E0
4.880766950E1,1.166075134E-1,2.917433167E-1,9.782756653E0
4.881768250E1,1.100212097E-1,3.083587646E-1,9.782906342E0
4.882769650E1,1.169068909E-1,3.071612549E-1,9.767638092E0
4.883770950E1,1.184037781E-1,2.957849121E-1,9.770931244E0
4.884772250E1,1.204994202E-1,2.953358459E-1,9.774374084E0
4.885773650E1,1.146615601E-1,2.965333557E-1,9.760902100E0
4.886774950E1,1.052311707E-1,3.005749512E-1,9.764494629E0
4.887776250E1,1.022373962E-1,3.037184143E-1,9.765991516E0
4.888777650E1,1.071771240E-1,2.962339783E-1,9.785001984E0
4.889778950E1,1.107696533E-1,2.860551453E-1,9.773925018E0
4.890780250E1,1.139131165E-1,3.028202820E-1,9.758956146E0
4.891781692E1,1.236428833E-1,2.927911377E-1,9.781708832E0
4.892782992E1,1.082249451E-1,2.953358459E-1,9.767638092E0
4.893784292E1,1.055305481E-1,3.016227722E-1,9.774523773E0
4.894785692E1,1.053808594E-1,3.025209045E-1,9.779014435E0
4.895786992E1,1.145118713E-1,3.076103210E-1,9.771679688E0
4.896788292E1,1.071771240E-1,2.992277527E-1,9.770482178E0
4.897789692E1,1.104702759E-1,3.041674805E-1,9.773775330E0
4.898790992E1,1.116677856E-1,3.041674805E-1,9.761949921E0
4.899792292E1,1.119671631E-1,2.899470520E-1,9.777068481E0
4.900793692E1,1.121168518E-1,2.950364685E-1,9.770931244E0
4.901794992E1,1.133143616E-1,3.002755737E-1,9.787097626E0
4.902796292E1,1.062789917E-1,3.116519165E-1,9.768985291E0
