"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.144913475E1,-4.538316280E-4,-7.151532918E-4,1.991647296E-4
1.145914775E1,-2.334816381E-4,-2.295500599E-4,1.017876668E-3
1.146916075E1,6.078109145E-4,8.088161703E-4,9.190733545E-4
1.147917475E1,1.513143070E-3,4.988920409E-4,2.956232056E-4
1.148918775E1,2.217763104E-4,-1.429298427E-4,-3.134417348E-4
1.149920075E1,-3.786408342E-4,4.505494144E-4,7.147130091E-4
1.150921475E1,-2.683862112E-4,-1.004601829E-3,1.786188222E-4
1.151922775E1,1.206584275E-4,-1.092317747E-3,7.291079964E-4
1.152924075E1,4.502432421E-5,2.620974556E-5,-5.950154737E-4
1.153925475E1,5.601048470E-4,1.468657050E-3,1.273422036E-3
1.154926775E1,7.566460408E-4,8.534668013E-4,3.841924481E-4
1.155928075E1,1.092323102E-3,-3.229284193E-4,-3.218557686E-4
1.156929475E1,2.233339474E-4,-6.877814885E-4,1.008659368E-3
1.157930775E1,-1.517086057E-3,3.824450541E-4,-1.166343689E-3
1.158932075E1,1.748199575E-4,9.899120778E-4,3.742950503E-4
1.159933475E1,1.455593389E-3,9.525248315E-4,-2.906695008E-4
1.160934775E1,-5.416572094E-6,3.993862774E-4,-1.103756949E-5
1.161936075E1,9.983060881E-4,-3.089611419E-4,4.724082537E-4
1.162937475E1,2.733934671E-4,-9.486526251E-4,1.358708367E-3
1.163938775E1,9.953617118E-4,4.540772643E-4,-1.009602100E-3
1.164940175E1,-2.493998036E-4,-2.635689452E-5,3.171849530E-4
1.165941475E1,-3.054342233E-4,-7.782531902E-4,1.727668568E-4
1.166942775E1,-7.959548384E-6,-1.676537562E-3,2.334867604E-4
1.167944175E1,-4.725055769E-4,-1.251842827E-3,1.343316864E-3
1.168945475E1,2.521406859E-4,-6.060260348E-4,4.955334589E-5
1.169946775E1,6.605451927E-4,-1.010750886E-3,8.019092493E-4
1.170948175E1,2.434938215E-4,1.493222080E-4,-6.039733998E-4
1.171949475E1,1.717032865E-4,-1.257765107E-4,-1.345788129E-3
1.172950775E1,-7.060747594E-4,-8.597434498E-4,-5.175452679E-4
1.173952175E1,1.090187579E-4,-6.642490625E-4,-4.394594580E-4
1.174953475E1,1.391121186E-4,2.444216516E-4,4.119530786E-4
1.175954775E1,7.587992586E-4,-9.643579833E-4,8.287793025E-4
1.176956175E1,-2.614576370E-4,-1.428546850E-3,7.313077804E-4
1.177957475E1,-5.024885759E-4,1.256904332E-3,1.643025549E-3
1.178958775E1,1.099136658E-3,-1.289876411E-3,-5.953339860E-5
1.179960175E1,3.970712423E-4,-3.908737563E-4,2.819874790E-4
1.180961475E1,1.145951916E-3,1.036755275E-4,2.031577751E-4
1.181962775E1,9.154677391E-4,2.110256813E-3,-1.546195708E-4
1.182964175E1,2.211816609E-4,-9.840701241E-4,-2.646078356E-4
1.183965475E1,1.099145506E-3,2.311717253E-4,1.156158280E-3
1.184966775E1,5.353544839E-4,-7.083080709E-5,9.825201705E-4
1.185968175E1,-2.819350921E-4,6.147255190E-4,1.569730230E-4
1.186969475E1,-7.266830653E-4,9.833858348E-5,-1.322459430E-4
1.187970875E1,5.896301009E-4,4.267203622E-5,7.285764441E-4
1.188972192E1,-7.269810885E-5,-9.501352906E-5,-9.095338173E-4
1.189973492E1,-6.413287483E-4,-9.003537707E-5,-5.591199733E-4
1.190974892E1,-1.680850983E-4,-1.049306011E-3,1.075262204E-3
1.191976192E1,8.553760126E-4,-7.721080910E-4,1.345153432E-3
1.192977492E1,-7.518413477E-4,-6.237698253E-4,1.216522884E-3
1.193978892E1,4.808087833E-4,-1.246282365E-3,-8.105938323E-4
1.194980192E1,2.975831740E-4,3.643974196E-4,6.288448349E-4
1.195981492E1,-7.161200047E-4,2.032029442E-5,-4.433710128E-4
1.196982892E1,6.708540022E-4,6.040851586E-4,-1.094513573E-3
1.197984192E1,-3.977864981E-5,2.329780255E-4,1.360047143E-3
1.198985492E1,4.438515753E-4,-7.222034037E-5,1.067898469E-3
1.199986892E1,1.603628043E-3,-3.118554596E-4,-1.490148716E-4
1.200988192E1,1.767063513E-4,-1.364602940E-3,-3.990856931E-4
1.201989492E1,2.602310851E-4,2.763886005E-5,-4.888675176E-4
1.202990892E1,1.099659596E-3,2.223160118E-4,5.628122017E-5
1.203992192E1,-4.055411555E-4,3.078267910E-4,-4.728082567E-4
1.204993492E1,2.229646780E-4,-1.795317512E-4,3.718724474E-5
1.205994892E1,-6.124875508E-4,-8.842814714E-5,2.960818820E-4
1.206996192E1,6.988528185E-4,1.435331069E-4,-1.918091439E-4
1.207997492E1,9.567430243E-4,4.416594747E-4,-1.301877201E-4
1.208998892E1,1.564209815E-3,1.333019463E-3,-3.344523720E-4
1.210000192E1,4.223361611E-5,1.163450535E-3,1.315410016E-3
1.211001592E1,4.054885358E-4,-4.962312523E-4,-3.895456903E-4
1.212002892E1,4.409207031E-5,-1.242232975E-4,-7.789502852E-4
1.213004192E1,8.158762939E-4,-8.525976446E-4,1.515895827E-3
1.214005592E1,-1.819082536E-4,-1.506731147E-3,1.704082126E-3
1.215006892E1,1.185891218E-3,1.063456293E-4,4.356184509E-4
1.216008192E1,-4.277713597E-4,-9.504263289E-5,-3.102342598E-4
1.217009592E1,-7.570115849E-5,-5.110285711E-4,1.207501162E-3
1.218010892E1,-3.117797896E-4,9.199162014E-4,6.014364772E-5
1.219012192E1,1.215543132E-3,-2.998118289E-4,4.484325182E-4
1.220013592E1,3.231521696E-4,1.628105529E-3,2.022241708E-3
1.221014892E1,1.459523104E-3,1.321042888E-3,3.367271274E-4
1.222016192E1,-1.046173275E-4,2.025533468E-4,-5.384720862E-4
1.223017592E1,-3.070179373E-4,-4.810800310E-4,1.446285751E-4
1.224018892E1,1.343264710E-3,1.247462351E-4,1.806890592E-3
1.225020192E1,1.116097439E-3,1.348735066E-3,2.012709156E-4
1.226021592E1,-2.442258410E-4,9.427685291E-5,-5.538216792E-4
1.227022892E1,-3.081415780E-4,2.055969089E-4,-1.421479508E-3
1.228024192E1,2.046106383E-4,-6.171453279E-4,3.268902656E-4
1.229025592E1,-1.080445945E-4,1.252127346E-3,4.805717617E-5
1.230026892E1,-1.181207132E-3,1.097598113E-3,1.244635088E-3
1.231028192E1,1.333295368E-4,4.781468306E-4,4.281098954E-4
1.232029592E1,2.815439366E-4,-6.215882022E-4,3.786995076E-4
1.233030892E1,-3.632069565E-4,5.720404442E-4,1.062066760E-3
1.234032192E1,-1.034340821E-4,6.387939211E-4,7.216564845E-4
1.235033592E1,-6.215507165E-5,-6.445832551E-4,-2.519951668E-4
1.236034892E1,9.977445006E-5,-8.715339936E-4,-4.144024570E-4
1.237036292E1,5.104336888E-4,2.776198089E-4,-6.615438033E-4
1.238037592E1,7.860297337E-4,6.806775928E-4,3.165951930E-4
1.239038892E1,3.575272858E-4,-2.098835539E-4,-2.762242220E-4
1.240040292E1,-1.658243127E-4,-4.291173536E-4,1.092527993E-3
1.241041592E1,-1.085147262E-3,-7.292556111E-4,6.147569511E-4
1.242042892E1,1.775136217E-3,-3.320351243E-4,2.050725743E-5
1.243044292E1,-3.820243292E-4,-8.468241431E-4,2.479411196E-4
1.244045592E1,-2.938481048E-4,-7.546902634E-5,-1.977509819E-4
1.245046892E1,-7.484499365E-4,-6.874636747E-4,4.560551606E-4
1.246048292E1,-7.977802306E-4,1.244849991E-4,3.851191141E-4
1.247049592E1,1.004114281E-3,7.045215461E-4,8.381227963E-4
1.248050892E1,-9.169103578E-5,-3.141309135E-4,2.330570016E-3
1.249052292E1,-5.201934837E-4,1.082963310E-3,7.860083133E-5
1.250053592E1,2.545490861E-4,-3.848380875E-4,-5.739880726E-5
1.251054892E1,-1.074102242E-3,-3.145306837E-4,2.573868260E-4
1.252056292E1,-4.450138658E-5,-9.769843891E-4,-6.412942894E-4
1.253057592E1,1.043695956E-4,1.498956466E-3,-4.958859645E-4
1.254058892E1,7.704375312E-4,-5.324860103E-5,6.610925775E-4
1.255060292E1,1.453272067E-3,8.070841432E-5,-4.478476476E-4
1.256061592E1,6.555016153E-4,-8.196539711E-4,2.848673612E-4
1.257062892E1,-1.112837344E-3,-1.743698958E-4,-5.156786647E-4
1.258064292E1,3.477372229E-4,-1.046402613E-3,1.369905425E-3
1.259065592E1,3.272308968E-4,1.384378411E-4,-6.311936304E-4
1.260066992E1,-1.910217106E-4,-2.491376363E-4,-1.212770119E-3
1.261068292E1,-1.414869912E-4,1.743051689E-4,3.699467052E-4
1.262069592E1,-4.808758385E-4,-9.334560018E-4,-8.614454418E-5
1.263070992E1,8.160835132E-4,-1.227897592E-4,4.640647676E-4
1.264072292E1,-5.051288754E-4,1.579430187E-3,-1.698360778E-3
1.265073592E1,5.103345029E-4,-3.875805996E-4,2.598613501E-4
1.266074992E1,-9.231623262E-4,-3.192264121E-4,1.865206286E-4
1.267076292E1,-5.484553985E-4,1.564160921E-3,-2.214754932E-4
1.268077592E1,-3.837398253E-4,-6.865335163E-4,-6.743557751E-4
1.269078992E1,-9.372131899E-5,3.662139643E-4,-3.041764721E-4
1.270080292E1,-1.005968545E-3,-1.918839989E-3,1.194587676E-3
1.271081592E1,1.828665845E-4,-5.731449928E-4,5.783322267E-4
1.272082992E1,8.326945826E-4,8.855776396E-4,4.165135324E-4
1.273084292E1,4.438734613E-4,5.324424710E-4,2.934755757E-4
1.274085592E1,-1.151592005E-3,6.447881460E-4,-7.147036958E-4
1.275086992E1,-2.391929738E-4,-3.214066382E-4,-2.132307272E-4
1.276088292E1,8.456408978E-6,4.203186836E-4,8.503065910E-4
1.277089592E1,7.176562212E-4,-3.658463247E-4,-1.127623022E-3
1.278090992E1,-7.176431827E-4,-5.079656839E-4,-6.059210282E-4
1.279092292E1,-2.100449055E-4,7.713073865E-5,2.513504587E-4
1.280093692E1,5.257613957E-4,1.683445182E-3,-4.439256154E-4
1.281094992E1,-9.048888460E-4,-6.284448318E-4,-1.687888056E-3
1.282096292E1,-8.225440979E-5,-6.296369247E-4,-1.762334723E-4
1.283097692E1,-1.249784138E-3,2.814305481E-4,5.569348577E-4
1.284098992E1,1.518041827E-4,4.441137426E-4,-4.621515982E-4
1.285100292E1,6.966870278E-4,-3.425837494E-4,8.166581392E-5
1.286101692E1,1.405272633E-5,-4.192844499E-4,4.345295019E-5
1.287102992E1,-1.800917089E-4,-4.990375601E-5,3.386568278E-5
1.288104292E1,-4.329532385E-5,1.210875344E-4,-9.875649121E-4
1.289105612E1,2.991869114E-4,6.310828030E-4,2.830293961E-4
1.290106912E1,3.903200850E-4,-1.107233111E-4,5.387631245E-4
1.291108212E1,-1.184939872E-3,-9.203241207E-4,6.263810210E-4
1.292109612E1,-8.491990156E-4,-3.964980133E-4,2.086628228E-5
1.293110912E1,7.939715870E-4,5.023188423E-4,1.038726419E-3
1.294112212E1,9.395647794E-4,1.096177381E-3,2.612816170E-4
1.295113612E1,-7.683201693E-4,-5.453950725E-4,1.380075468E-3
1.296114912E1,-4.457030445E-4,-1.688799821E-4,-9.102723561E-5
1.297116213E1,6.621717475E-4,9.065044578E-4,1.518533099E-4
1.298117613E1,1.118755899E-4,1.340537798E-3,1.524672844E-4
1.299118912E1,2.772579901E-4,-4.640200641E-4,-2.043962013E-4
1.300120212E1,3.095455468E-4,8.091307245E-4,-8.371849544E-4
1.301121612E1,-3.927298822E-4,-7.408291567E-4,4.035816528E-4
1.302122912E1,-1.860000193E-4,8.539762348E-5,-3.235370386E-4
1.303124212E1,1.264890190E-3,-2.032984048E-5,9.005190805E-5
1.304125612E1,4.516788758E-4,1.062816009E-3,3.946893848E-4
1.305126912E1,5.302419886E-4,2.086801454E-3,-2.351482399E-4
1.306128312E1,-3.248816356E-4,-1.789587550E-4,-3.636195324E-4
1.307129612E1,7.086433470E-5,-3.150464036E-4,1.365038101E-3
1.308130913E1,-1.714909682E-3,-2.373065799E-4,-1.264642924E-4
1.309132313E1,5.298689939E-4,1.226899214E-3,4.005755764E-4
1.310133612E1,-1.573232003E-4,5.899884272E-4,5.413827021E-4
1.311134912E1,1.301823184E-3,-5.144244060E-4,-7.441253401E-4
1.312136312E1,-3.905906342E-4,-1.427018316E-3,-1.283439575E-3
1.313137612E1,-8.864710107E-4,-1.188133145E-3,-1.690104371E-3
1.314138912E1,2.333088778E-4,7.881915662E-4,-1.746106427E-4
1.315140312E1,3.703404218E-5,-2.566592302E-3,-4.020447377E-4
1.316141612E1,-4.957378842E-4,9.689452127E-4,-4.709069617E-5
1.317142912E1,-1.195616554E-3,3.031548113E-4,4.402676132E-4
1.318144312E1,7.109823637E-4,-7.007818203E-4,-1.766240690E-3
1.319145613E1,4.880758934E-4,-3.947846126E-4,-8.932566270E-4
1.320146912E1,-4.417863674E-4,-2.787136473E-4,7.149330340E-4
1.321148312E1,-2.726758830E-4,1.069121063E-4,-8.960131090E-4
1.322149612E1,-1.047980972E-3,3.135569859E-4,5.564561579E-4
1.323150912E1,-4.450185224E-5,-1.919108909E-4,-3.636348993E-5
1.324152312E1,8.010864258E-5,-2.014417900E-3,8.379686624E-4
1.325153612E1,7.134084590E-4,-1.195762074E-3,-3.780305851E-4
1.326155012E1,3.605936654E-4,7.419763133E-4,-1.249746419E-4
1.327156312E1,-2.633850090E-4,-2.148975618E-4,7.022034843E-4
1.328157612E1,1.450181007E-4,-7.930514403E-4,4.098704085E-5
1.329159012E1,-4.087062553E-5,2.427259460E-5,4.790772218E-4
1.330160313E1,-2.215611748E-4,-1.436693827E-3,-3.713762853E-4
1.331161612E1,-1.078438945E-4,-8.915450890E-4,-7.332998794E-4
1.332163012E1,-8.608214557E-5,-3.509309608E-4,-1.216502395E-3
1.333164312E1,-2.988688648E-4,-2.417417709E-4,-2.503073774E-4
1.334165612E1,-3.612581640E-4,5.465880968E-4,-1.977398526E-3
1.335167012E1,-5.679195747E-4,-1.959991641E-5,-4.418198951E-4
1.336168312E1,-1.606587321E-4,-9.154644795E-5,-1.141129062E-3
1.337169612E1,-4.671886563E-4,-9.521143511E-6,-4.351250827E-4
1.338171012E1,-8.447561413E-5,1.126822084E-3,-5.042823032E-4
1.339172312E1,1.493501477E-4,1.458119368E-3,6.270282902E-4
1.340173613E1,7.026740350E-4,-3.894814290E-4,-9.935861453E-5
1.341175013E1,-8.145286702E-4,-5.828267895E-4,-3.326511942E-4
1.342176312E1,3.162631765E-5,-4.239797127E-4,-3.676584456E-4
1.343177612E1,5.237781443E-4,-2.130959183E-5,7.391511463E-4
1.344179012E1,-1.122193877E-3,1.683146693E-4,4.305939656E-4
1.345180312E1,-1.007411629E-3,-8.082664572E-4,-2.011077013E-4
1.346181712E1,-4.572705366E-4,-2.663922496E-4,-5.810393486E-4
1.347183012E1,2.926755697E-4,-1.998129301E-4,1.376916422E-3
1.348184312E1,-9.383582510E-4,7.080244832E-4,-5.624582991E-5
1.349185712E1,-4.087295383E-5,1.040919684E-3,3.469567746E-4
1.350187012E1,-8.889501914E-4,-8.805678226E-5,-5.706616212E-4
1.351188313E1,-2.569817007E-4,-1.703484450E-4,1.058926340E-3
1.352189712E1,3.277091309E-5,-1.683345065E-3,1.381693408E-3
1.353191012E1,-6.841518916E-4,-1.607178710E-3,-7.264649030E-4
1.354192312E1,1.172441989E-5,-5.462060217E-4,-9.833590593E-4
1.355193712E1,-5.595237017E-4,-3.621813376E-4,2.297107130E-4
1.356195012E1,-3.161607310E-4,4.111176822E-4,-7.171344478E-4
1.357196312E1,-5.912650377E-4,2.883460838E-4,-2.654850250E-3
1.358197712E1,-3.495831043E-4,-5.780879874E-4,1.479599159E-4
1.359199012E1,-5.128346384E-4,-5.336131435E-4,-1.637955662E-3
1.360200312E1,-5.408893339E-4,1.759517472E-4,-5.643563345E-4
1.361201712E1,2.942779101E-4,-8.503813297E-5,2.097206889E-3
1.362203012E1,2.368343994E-4,9.507779032E-4,-1.462753862E-4
1.363204312E1,5.867737345E-4,-1.403456554E-3,4.223093856E-4
1.364205712E1,-2.123377752E-3,3.413874656E-4,-1.289679203E-4
1.365207012E1,-3.758114763E-4,5.871972535E-4,1.497424440E-3
1.366208312E1,-2.887374721E-4,-3.526026849E-4,-2.330618445E-4
1.367209712E1,4.633395001E-4,9.696569759E-4,1.605534926E-4
1.368211012E1,-6.621945649E-4,1.249790657E-4,2.065908629E-4
1.369212412E1,9.817746468E-4,8.730608970E-4,7.476424798E-5
1.370213712E1,-1.668450423E-4,-1.174478792E-3,3.899878357E-4
1.371215012E1,-1.020654570E-3,-7.374542765E-4,-5.487764720E-4
1.372216413E1,2.592904493E-4,-3.933880944E-4,-1.138139283E-3
1.373217712E1,-1.016097143E-3,1.965023112E-4,5.172817037E-4
1.374219012E1,-9.068246000E-4,5.746672396E-4,-3.050332889E-4
1.375220412E1,-1.027199440E-3,-1.238801051E-4,-3.987764940E-4
1.376221712E1,-2.546133474E-4,5.969956983E-4,-1.250368077E-4
1.377223012E1,-5.992264487E-4,5.533196963E-4,6.884150207E-5
1.378224412E1,-1.218233258E-3,1.618103124E-5,3.040886950E-4
1.379225712E1,1.788609661E-4,8.161945734E-4,-8.139065467E-4
1.380227012E1,-5.522905849E-4,6.562608760E-4,6.958912127E-5
1.381228412E1,-8.076876402E-4,-6.156649906E-4,-1.482574735E-4
1.382229713E1,-6.179111078E-4,9.589525871E-5,2.058483660E-4
1.383231012E1,-1.122846734E-3,2.950895578E-6,1.816137228E-4
1.384232412E1,1.577772200E-4,1.472202130E-4,-8.835159242E-4
1.385233712E1,2.488573082E-4,3.217160702E-5,-9.708432481E-5
1.386235112E1,6.565968506E-4,-1.487452537E-4,8.469433524E-4
1.387236412E1,-1.083778683E-3,-1.177524216E-3,6.461411249E-4
1.388237712E1,2.339165658E-4,-1.213382930E-3,-6.834745873E-4
1.389239087E1,1.674686559E-3,-1.709796023E-3,7.712421939E-5
1.390240387E1,6.372239441E-4,4.522071686E-4,-1.175839920E-3
1.391241687E1,-1.711491495E-5,-4.391528200E-4,-2.866103314E-4
1.392243087E1,-6.663659588E-4,1.260909485E-3,6.667235866E-4
1.393244388E1,1.173079014E-3,-3.902502358E-4,-1.873520669E-4
1.394245687E1,1.782360487E-4,-3.420533612E-4,4.271925427E-4
1.395247087E1,-9.243125096E-4,1.519629732E-4,-1.414116938E-3
1.396248387E1,1.159944572E-3,4.150818568E-4,-2.285155933E-4
1.397249687E1,-2.392805181E-4,1.418413594E-4,-1.105375122E-4
1.398251087E1,1.105675008E-3,-2.531199716E-4,-5.072467029E-4
1.399252387E1,-1.178784762E-3,-8.435426280E-4,2.751615830E-5
1.400253687E1,-1.023011282E-4,6.622150540E-4,-7.903249934E-4
1.401255087E1,-3.260066733E-4,3.114766441E-4,9.287456051E-4
1.402256387E1,4.184991121E-5,-2.253290731E-4,1.260126010E-4
1.403257688E1,4.114964977E-4,4.295422696E-4,2.113263588E-3
1.404259088E1,-6.320420653E-5,7.781339809E-5,-2.414060291E-4
1.405260387E1,3.703581169E-4,-2.377713099E-4,2.084018197E-4
1.406261687E1,-8.302624337E-4,-5.299230106E-4,-2.889381722E-5
1.407263087E1,-8.489047177E-4,-5.235313438E-4,3.282360267E-4
1.408264387E1,-9.300932288E-4,-9.879795834E-4,-2.168589272E-4
1.409265787E1,1.655309461E-4,1.237357967E-3,-7.747909985E-4
1.410267087E1,-1.678140834E-4,-1.583830453E-4,2.651009709E-5
1.411268387E1,-4.929862916E-4,2.783751115E-4,-4.395430442E-4
1.412269787E1,-7.277289405E-4,-6.300713867E-4,1.051445026E-3
1.413271087E1,8.094473742E-4,9.060399607E-4,1.657047775E-3
1.414272388E1,6.694300100E-4,-1.873051282E-3,-3.202925436E-4
1.415273788E1,-6.235344335E-4,4.721283913E-4,4.626766313E-4
1.416275087E1,1.299097203E-3,7.484590169E-4,-1.680026529E-3
1.417276387E1,5.382322706E-4,2.813404426E-4,-1.598941162E-4
1.418277787E1,2.180445008E-4,-5.997964181E-4,-4.842074122E-4
1.419279087E1,-3.335811198E-5,-6.128461100E-4,-5.172307137E-4
1.420280387E1,2.917447127E-4,-1.107694581E-3,-9.486970957E-4
1.421281787E1,-4.435540177E-4,4.971262533E-4,-9.899761062E-4
1.422283087E1,-3.698854707E-4,-8.087232709E-5,1.365125878E-3
1.423284387E1,-2.798708156E-4,-1.391954720E-4,2.223635092E-4
1.424285787E1,7.635825314E-4,1.179069048E-3,-2.716917079E-4
1.425287088E1,-4.100725055E-4,6.714705378E-4,-1.419957262E-4
1.426288387E1,-8.846349083E-4,8.499922697E-4,-2.890504664E-3
1.427289787E1,5.718478933E-4,3.410622012E-4,-4.848709796E-4
1.428291087E1,1.276823692E-3,1.132045873E-4,9.802395944E-4
1.429292487E1,-6.494410336E-4,4.666061141E-4,1.080108108E-3
1.430293787E1,-5.150535144E-4,1.578947995E-4,-2.245591022E-4
1.431295087E1,2.476945519E-5,1.342202537E-3,1.457759645E-3
1.432296487E1,3.151693381E-4,2.633635886E-4,-1.902072690E-4
1.433297787E1,6.126444787E-4,6.500545423E-4,-1.100475667E-3
1.434299087E1,4.812609404E-6,1.825883519E-4,4.000014160E-4
1.435300487E1,1.311892178E-3,-5.460525863E-4,3.514834680E-5
1.436301788E1,4.450278357E-5,-1.295038965E-3,-1.290827058E-4
1.437303087E1,-2.998439595E-4,1.038688933E-3,5.095433444E-4
1.438304487E1,-1.374338754E-4,9.432202205E-5,-1.060943585E-3
1.439305787E1,2.528494224E-5,4.205591977E-4,4.639872350E-5
1.440307087E1,-8.820048533E-4,7.358100265E-5,5.310366396E-4
1.441308487E1,5.739452317E-4,6.664006505E-4,-3.773674835E-4
1.442309787E1,1.832963899E-4,2.135219285E-3,-5.132425576E-5
1.443311087E1,7.841056213E-4,-5.559050478E-4,7.785167545E-4
1.444312487E1,3.066705540E-5,-6.072595716E-5,7.600451354E-4
1.445313787E1,8.261534385E-4,3.981366754E-4,4.884025548E-4
1.446315088E1,-1.792740077E-4,5.790318828E-4,-1.355345128E-3
1.447316488E1,-3.161602654E-4,9.755766951E-4,-1.105540665E-3
1.448317787E1,4.853163846E-4,4.486411344E-4,8.287380915E-4
1.449319187E1,2.011572942E-4,3.298639785E-4,-1.909863204E-4
1.450320487E1,-2.661482431E-4,-1.060695853E-3,-1.521746162E-3
1.451321787E1,1.538321376E-4,3.199907951E-5,1.119310502E-3
1.452323187E1,1.190467738E-4,1.694252715E-4,-1.070774393E-3
1.453324487E1,-7.534045726E-4,1.528969035E-3,-9.229688440E-4
1.454325787E1,1.410711557E-4,-1.544482075E-4,-1.292403787E-3
1.455327187E1,3.653094172E-4,9.377142414E-4,-5.517783575E-4
1.456328487E1,6.612092257E-4,-3.006588668E-4,1.359682763E-3
1.457329788E1,9.076017886E-5,6.807160098E-4,-3.529961687E-4
1.458331188E1,-2.155671827E-4,1.380011672E-3,-7.779307198E-4
1.459332487E1,-5.583162419E-4,7.600279059E-4,-4.609418102E-5
1.460333787E1,-7.392340340E-4,2.155052498E-4,-1.401039772E-4
1.461335187E1,8.863597177E-4,2.882094122E-4,-6.042930763E-4
1.462336487E1,5.776346661E-4,-2.205453347E-4,5.340932403E-4
1.463337787E1,-6.021461450E-4,1.448457595E-3,5.261038896E-4
1.464339187E1,8.063293062E-4,-1.828097738E-4,-2.130822279E-3
1.465340487E1,7.852902636E-4,1.780483872E-4,2.282054629E-4
1.466341787E1,1.489156857E-4,3.945317585E-4,-2.538622357E-5
1.467343187E1,3.622346558E-4,2.046483569E-4,-7.750659715E-4
1.468344488E1,-7.985671982E-4,1.820083475E-3,-1.225238666E-4
1.469345787E1,2.086434979E-3,2.988858614E-4,-4.144064151E-4
1.470347187E1,-2.772887237E-4,3.792420030E-4,4.204940051E-4
1.471348487E1,6.755902432E-4,-1.158397645E-4,-8.208055515E-4
1.472349887E1,-2.196617424E-5,-1.707089832E-3,2.584420145E-6
1.473351187E1,-7.975660264E-5,1.542232931E-3,-1.194506185E-3
1.474352487E1,4.500807263E-4,2.590857912E-4,9.636345785E-4
1.475353887E1,1.210946124E-3,4.489691928E-4,1.772029791E-4
1.476355187E1,-4.900107160E-4,-4.174623173E-4,-2.718826290E-4
1.477356487E1,2.641966566E-4,1.456870232E-3,-3.451195080E-4
1.478357887E1,1.940093935E-4,-2.791217994E-4,-5.073307548E-4
1.479359188E1,1.680586021E-3,4.971898161E-4,2.210440580E-4
1.480360487E1,-7.812022232E-4,-8.982219733E-4,2.458163071E-4
1.481361887E1,7.746168412E-4,-3.568013199E-4,4.916258622E-4
1.482363187E1,-7.029483095E-4,5.048257299E-4,-3.256185446E-4
1.483364487E1,-5.910955369E-4,7.540974766E-4,-1.671605278E-4
1.484365887E1,-1.264032908E-4,-1.278786920E-3,1.064215554E-3
1.485367187E1,-2.031023614E-4,-6.801085547E-4,-6.444687024E-4
1.486368487E1,-7.018130273E-4,-3.803619184E-4,-4.125700798E-4
1.487369887E1,1.300351694E-3,-8.389581926E-4,-7.856788579E-4
1.488371187E1,2.197893336E-4,4.034787416E-4,-3.105245996E-4
1.489372475E1,-1.655705273E-4,-5.431869067E-5,3.083939664E-4
1.490373875E1,-1.081858762E-3,-7.621687837E-4,2.562059090E-4
1.491375175E1,-1.017676666E-3,-8.447268046E-4,5.416967906E-4
1.492376575E1,-5.665640347E-4,-1.934170723E-5,4.254919477E-4
1.493377875E1,-3.974530846E-4,9.011407383E-5,-3.010183573E-4
1.494379175E1,-3.505926579E-4,-8.316014428E-4,-5.990525242E-4
1.495380575E1,-1.042481512E-3,6.491162349E-4,3.371457569E-5
1.496381875E1,-1.344607212E-3,-1.474347897E-3,-7.062249351E-4
1.497383175E1,7.100212388E-4,5.549809430E-4,-1.155233709E-3
1.498384575E1,-8.469680324E-5,-7.038074546E-5,-6.045387127E-4
1.499385875E1,9.219781496E-4,1.179047395E-4,1.985119190E-3
1.500387175E1,7.009264082E-4,-3.127404489E-5,-1.351470593E-3
1.501388575E1,5.169017240E-4,2.646031789E-4,1.518838108E-4
1.502389875E1,-1.208029687E-3,-8.592884988E-4,3.870658111E-4
1.503391175E1,1.035950147E-3,3.452592064E-4,-1.580477459E-3
1.504392575E1,-8.763140067E-5,-2.968383487E-4,-7.077346090E-4
1.505393875E1,6.114481948E-4,3.516415600E-4,9.695242625E-4
1.506395175E1,2.885144204E-4,-5.614478141E-4,-5.351891741E-4
1.507396575E1,7.721441798E-4,5.826461129E-4,-2.499646507E-4
1.508397875E1,5.078008398E-4,1.510740258E-4,-3.150624689E-4
1.509399175E1,-1.758323051E-4,-4.468057305E-4,8.972082287E-4
1.510400575E1,2.424698323E-4,-4.416096490E-4,-8.812639862E-5
1.511401875E1,-2.472857013E-4,-8.195119444E-4,3.893782850E-4
1.512403275E1,-6.158365868E-4,3.441257868E-4,5.301372148E-4
1.513404575E1,-8.280905895E-4,8.301527705E-4,5.426541902E-4
1.514405875E1,1.254277304E-4,-3.302244004E-4,4.621970002E-4
1.515407275E1,-7.297750562E-5,-1.997298095E-4,-8.230442181E-4
1.516408575E1,-6.244401447E-4,9.330366738E-4,-1.897453330E-5
1.517409875E1,4.208502360E-4,8.246460930E-4,6.172545254E-4
1.518411275E1,-6.043622270E-4,-5.477173254E-4,-7.776091807E-4
1.519412575E1,-3.835861571E-4,-1.972455066E-4,-6.684199907E-4
1.520413875E1,-1.856591552E-6,1.343898475E-4,-1.029488631E-3
1.521415275E1,-6.740386598E-4,-3.019347787E-5,1.311169472E-4
1.522416575E1,2.480274998E-4,-3.119783942E-4,-2.263926901E-3
1.523417875E1,3.228625283E-4,-1.372981584E-3,-9.046494961E-4
1.524419275E1,-7.481253706E-4,1.003024867E-3,-5.692695267E-4
1.525420575E1,-1.034415327E-3,5.090085324E-4,1.164448448E-3
1.526421875E1,-7.241368294E-4,-1.571723958E-3,9.228542913E-4
