"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.213671550E1,6.792084314E-4,1.295610797E-3,-3.138333559E-4
3.214672850E1,3.852811642E-4,3.767546732E-4,7.683613803E-4
3.215674150E1,-9.343153797E-4,-6.719422527E-5,-5.030315369E-4
3.216675550E1,7.232497446E-4,-1.374128740E-3,5.829413421E-4
3.217676850E1,-4.916843027E-4,7.170136087E-5,5.025139544E-4
3.218678150E1,-1.658513211E-4,-5.359449424E-4,7.791982498E-4
3.219679550E1,-8.231196553E-4,-1.327423379E-4,5.110180937E-4
3.220680850E1,1.165849157E-3,1.799789257E-3,-8.603069000E-5
3.221682150E1,3.887386993E-4,-2.255449072E-4,-4.106701817E-4
3.222683550E1,3.721723333E-4,-7.858597673E-4,4.886398092E-4
3.223684850E1,3.221048974E-4,6.981403567E-5,-1.465240493E-4
3.224686150E1,5.428553559E-4,1.978441142E-4,2.334502060E-4
3.225687550E1,-2.440684009E-3,1.643674215E-3,1.128090080E-4
3.226688850E1,3.986749798E-4,1.581928227E-4,7.525547408E-4
3.227690150E1,-8.977516554E-4,4.021474160E-5,2.414942719E-4
3.228691550E1,-6.146272644E-4,-6.347848102E-5,9.280648082E-4
3.229692850E1,-1.078549773E-3,9.400006384E-4,1.076935558E-3
3.230694150E1,1.029620878E-3,1.579701900E-3,-9.360907134E-4
3.231695550E1,2.101664431E-4,-2.994243987E-4,-1.969930017E-3
3.232696850E1,1.380978618E-3,-8.429265581E-4,-8.162925951E-5
3.233698150E1,-6.898953579E-4,1.144800335E-4,1.729586860E-3
3.234699550E1,-1.668767072E-4,5.802775268E-4,2.258645836E-4
3.235700850E1,-1.056240872E-4,9.185378440E-5,-1.322497381E-3
3.236702150E1,1.254389994E-3,7.332963869E-4,-2.892527264E-4
3.237703550E1,5.007153377E-4,3.716391511E-4,-6.874301471E-5
3.238704850E1,1.675373875E-3,3.753462806E-6,3.732289188E-4
3.239706250E1,-5.113473162E-4,-2.042395063E-4,-5.892375484E-4
3.240707550E1,2.263630740E-4,-4.937904887E-4,1.020650845E-3
3.241708850E1,8.474122733E-4,1.062196679E-4,-1.676518004E-4
3.242710250E1,7.089185528E-4,-3.087753430E-4,-9.815546218E-4
3.243711550E1,-1.622014679E-4,9.277302306E-4,-2.878012601E-4
3.244712850E1,-4.873271100E-4,-9.627335239E-4,2.017114311E-4
3.245714250E1,-3.027701750E-4,3.568627872E-4,2.858673688E-4
3.246715550E1,-2.058045939E-4,-4.381989129E-4,7.539622020E-4
3.247716850E1,3.910097294E-4,-9.479275905E-4,-9.312862530E-4
3.248718250E1,5.047172308E-4,1.262762118E-3,-7.837670855E-4
3.249719550E1,6.210012361E-5,-1.445406349E-3,-9.906948544E-4
3.250720850E1,1.990487799E-4,7.639909163E-4,-2.487050369E-5
3.251722250E1,-8.976412937E-4,-6.824685261E-5,7.743441965E-4
3.252723550E1,2.062167041E-4,5.731019191E-4,1.065551070E-3
3.253724850E1,4.680054262E-4,1.014920417E-3,-8.958671242E-4
3.254726250E1,-1.193960197E-4,-1.319435192E-3,6.111243274E-4
3.255727550E1,-1.407014206E-4,-1.232882729E-3,1.581206452E-4
3.256728850E1,-5.591847003E-5,5.836728960E-4,-3.206462134E-4
3.257730250E1,1.925546676E-4,-1.767099136E-3,1.203732099E-4
3.258731550E1,7.558241487E-5,9.335274808E-5,-7.031871937E-4
3.259732850E1,2.806456760E-4,-8.462104015E-4,-3.308290616E-6
3.260734250E1,1.760092564E-4,8.911294863E-4,-5.574391689E-4
3.261735550E1,2.982481383E-4,9.382674471E-4,1.528614666E-3
3.262736850E1,1.443434041E-3,-2.018394880E-4,-3.273084294E-4
3.263738250E1,-8.042668924E-5,1.268758206E-3,-1.456809696E-4
3.264739550E1,3.539868630E-4,-9.247146081E-4,-3.604358062E-5
3.265740850E1,-9.795185179E-5,-8.528633043E-5,-6.573589053E-4
3.266742250E1,6.550434045E-4,8.221718017E-4,-8.989851922E-4
3.267743550E1,4.997812212E-4,4.788904916E-4,1.243794337E-3
3.268744850E1,-3.416300751E-4,-1.346818171E-4,-7.202250417E-4
3.269746250E1,-6.431001239E-4,3.633291926E-4,-1.202523476E-3
3.270747550E1,-3.394279629E-4,3.611780703E-4,-1.968822908E-4
3.271748950E1,-2.858983353E-4,-7.531396113E-5,-2.709177788E-4
3.272750250E1,-1.918352209E-4,1.348592341E-4,-2.060285769E-4
3.273751550E1,9.645093232E-4,-1.599525567E-4,-1.960736699E-5
3.274752950E1,-1.130752731E-3,-2.868913580E-4,-1.011289191E-3
3.275754250E1,3.414428793E-4,-1.481405925E-4,8.768918924E-4
3.276755550E1,8.580726571E-4,4.870765842E-4,1.209468814E-3
3.277756950E1,-3.161150962E-4,-1.263153041E-3,1.857497264E-4
3.278758250E1,-1.334524015E-3,1.399737550E-3,1.072281273E-3
3.279759550E1,-5.081454292E-4,-1.377406763E-3,5.047617014E-4
3.280760950E1,1.034428366E-3,-4.138429649E-4,-1.119569177E-3
3.281762250E1,6.754342467E-4,-2.995929681E-4,-6.758861709E-4
3.282763550E1,-7.110326551E-4,4.646840971E-4,-7.251086645E-4
3.283764950E1,-1.381868497E-4,-7.310754154E-4,1.891180873E-3
3.284766250E1,-3.817188554E-4,-1.174107194E-3,7.484573871E-6
3.285767550E1,-3.896979615E-5,-1.213255804E-3,-1.786702778E-4
3.286768950E1,1.169424504E-3,-1.908307895E-4,-1.001148950E-3
3.287770250E1,-5.935882218E-4,1.769517548E-4,-9.088031948E-5
3.288771550E1,9.242910892E-6,6.360001862E-4,-1.842723461E-3
3.289772950E1,3.759600222E-4,-3.677452914E-4,1.708925702E-4
3.290774262E1,5.192500539E-4,7.245223969E-5,-1.912397332E-3
3.291775562E1,5.288375542E-4,-4.312908277E-5,5.531571805E-4
3.292776962E1,1.542376354E-3,6.047552451E-4,-1.597270602E-3
3.293778262E1,4.640622064E-4,5.869120359E-4,-1.825990621E-4
3.294779562E1,5.563641898E-4,-3.781677224E-4,-7.426042575E-4
3.295780962E1,2.644816414E-4,-9.086690843E-4,-1.076771878E-5
3.296782262E1,1.029985026E-3,1.238898840E-4,-4.032747820E-4
3.297783563E1,-2.520605922E-4,-4.843759816E-4,1.511953305E-4
3.298784963E1,1.072436571E-3,1.075445442E-3,3.930900712E-4
3.299786262E1,-5.012252368E-4,6.493397523E-4,-4.154455382E-4
3.300787662E1,1.768346410E-3,4.840525798E-4,-4.151102621E-4
3.301788962E1,1.545706298E-3,-8.267553058E-4,-1.930028666E-4
3.302790262E1,2.953317016E-4,-4.326030612E-4,5.611144006E-4
3.303791662E1,1.701628789E-4,-4.485817626E-4,-3.267836291E-4
3.304792962E1,1.506835222E-3,5.652154796E-4,-1.089541474E-3
3.305794262E1,3.771223128E-4,-4.103006795E-4,5.493680947E-4
3.306795662E1,1.115569379E-3,-3.784878645E-4,2.349650022E-4
3.307796962E1,8.146320470E-4,2.348383423E-4,-4.013953730E-5
3.308798263E1,-4.915427417E-5,-1.946804347E-3,-1.155880280E-3
3.309799663E1,9.548575617E-4,2.740055788E-4,1.181842759E-3
3.310800962E1,4.790527746E-4,-2.085033339E-3,-3.346756566E-4
3.311802262E1,9.802593850E-4,1.355504384E-3,1.009155298E-3
3.312803662E1,-4.849676043E-4,-1.085227355E-3,-4.002945498E-4
3.313804962E1,-8.789030835E-5,-5.336869508E-4,-7.220045663E-4
3.314806262E1,-7.018144242E-4,1.883667428E-4,6.063391920E-4
3.315807662E1,-5.390951410E-4,-5.719659384E-4,-3.811607603E-4
3.316808962E1,5.593858659E-4,8.233624976E-4,2.538003027E-4
3.317810262E1,5.529941991E-4,-9.255351033E-4,-1.045555808E-3
3.318811662E1,-3.870432265E-4,7.419392932E-4,-4.606496077E-4
3.319812963E1,4.971493036E-5,-1.106560696E-3,3.782461863E-4
3.320814262E1,1.516310964E-3,-1.693223603E-4,-1.810250804E-3
3.321815662E1,-3.910451196E-4,2.437336370E-4,-2.917167731E-4
3.322816962E1,-3.016851842E-4,1.058846479E-3,-8.090599440E-4
3.323818262E1,6.131106056E-4,-4.287953489E-4,-6.490042433E-4
3.324819662E1,4.883706570E-4,3.055084962E-4,-1.507254783E-4
3.325820962E1,1.185852569E-3,1.110848505E-3,-5.688415840E-4
3.326822262E1,1.180786639E-4,-5.340774078E-4,3.520585597E-5
3.327823662E1,-6.904569454E-4,-5.718942266E-4,-7.211319171E-4
3.328824962E1,9.412574582E-4,-4.321194720E-4,4.519382492E-4
3.329826263E1,6.027696654E-4,7.441986818E-4,3.142515197E-5
3.330827663E1,1.306406222E-3,1.318427967E-3,1.269758446E-3
3.331828962E1,-8.169319481E-4,-4.413889255E-4,-9.020492435E-4
3.332830262E1,-3.490508534E-4,-5.321749486E-4,-1.851189882E-5
3.333831662E1,-1.120292582E-4,2.747629769E-4,2.288958058E-4
3.334832962E1,7.703495212E-4,-4.507414997E-5,1.056139823E-3
3.335834362E1,6.274785846E-5,-1.547962893E-4,7.376256399E-4
3.336835662E1,-4.527671263E-4,2.500121482E-4,-5.697929300E-4
3.337836962E1,-5.486411974E-4,8.010235615E-5,-7.673995569E-4
3.338838362E1,8.842395619E-4,1.111885067E-4,-7.787835784E-5
3.339839662E1,-3.155148588E-4,-3.436794505E-4,-3.713206388E-5
3.340840963E1,9.512156248E-5,6.176941097E-4,-3.265358973E-4
3.341842363E1,1.965877600E-4,-1.607476734E-4,-5.153536331E-4
3.342843662E1,-4.063565284E-4,2.267728560E-4,7.548944559E-4
3.343844962E1,-2.905088477E-4,-9.026736952E-4,7.078750059E-6
3.344846362E1,-4.038535990E-4,-1.240030397E-4,-5.579770077E-4
3.345847662E1,-2.419333905E-4,2.469755709E-4,-1.068238867E-3
3.346848962E1,6.552403793E-4,-4.303015303E-4,-2.702523489E-4
3.347850362E1,6.493814290E-4,-3.360256087E-4,-4.095421173E-5
3.348851662E1,-1.124301925E-4,1.110528829E-3,-7.112408057E-4
3.349852962E1,3.925054334E-4,-7.404526696E-5,7.356544957E-4
3.350854362E1,6.936350837E-5,2.387585118E-5,-9.166020900E-4
3.351855663E1,1.180434134E-3,8.808809798E-4,-1.515546814E-3
3.352856962E1,-6.230184808E-4,1.591916662E-4,3.446156625E-4
3.353858362E1,-6.166268140E-4,5.064678844E-4,9.307775181E-4
3.354859662E1,-1.947310055E-3,-1.289916225E-3,-5.011481699E-4
3.355860962E1,1.699030399E-4,-8.270516992E-5,-2.641270403E-4
3.356862362E1,4.448401742E-4,1.992115285E-4,-2.620092826E-3
3.357863662E1,1.055502798E-3,-3.488666844E-4,3.466685303E-4
3.358864962E1,8.989172056E-4,9.478444699E-4,8.991088253E-4
3.359866362E1,-5.900561810E-4,-5.866689608E-4,9.385235608E-4
3.360867662E1,-9.235646576E-5,-7.008993998E-5,-1.808868721E-3
3.361868963E1,1.052270178E-3,2.460272517E-4,4.859773908E-4
3.362870362E1,2.076909877E-4,-2.095466480E-4,3.266057465E-4
3.363871662E1,5.704131909E-4,1.348935068E-3,-3.682128154E-4
3.364872962E1,-1.357755158E-3,2.410819288E-4,4.122117534E-4
3.365874362E1,4.971367307E-4,1.252284041E-3,1.142716734E-3
3.366875662E1,-4.107598215E-4,6.588608958E-4,-5.899306852E-4
3.367876962E1,-2.144849859E-4,2.165099140E-4,5.533643998E-4
3.368878362E1,1.068586949E-3,2.203520853E-4,-6.753189955E-4
3.369879662E1,-5.849697627E-4,-5.839227233E-4,9.364259895E-4
3.370881062E1,4.031001590E-4,-6.088183727E-4,-1.533598173E-3
3.371882362E1,4.278672859E-4,-7.245759480E-5,-1.305365004E-3
3.372883662E1,6.980942562E-4,1.584930578E-3,-3.801959101E-4
3.373885062E1,4.544151016E-4,8.293918800E-4,-5.863246042E-4
3.374886362E1,-6.896164268E-4,-8.047721349E-5,-6.536347792E-4
3.375887662E1,8.909697644E-4,5.530884955E-4,-6.163506769E-4
3.376889062E1,-9.696586058E-4,-3.419399727E-4,-8.501126431E-4
3.377890362E1,-3.209123388E-4,-1.592470799E-4,-1.159039326E-3
3.378891662E1,3.628106788E-5,-1.257006079E-3,-5.674161948E-4
3.379893062E1,-1.594610512E-4,5.752486177E-4,-3.897836432E-4
3.380894362E1,7.591135800E-4,-2.137003466E-4,4.300614819E-6
3.381895663E1,2.935929224E-4,2.616737038E-4,-4.846558440E-4
3.382897063E1,1.049925108E-3,-4.264004529E-4,-3.303184640E-4
3.383898362E1,8.163661696E-4,5.959870759E-4,7.160373498E-4
3.384899662E1,1.050735358E-3,2.479809336E-4,-9.907316417E-5
3.385901062E1,1.652343199E-4,-7.000053301E-5,1.027944963E-4
3.386902362E1,7.100207731E-4,-5.226666108E-4,-8.769629057E-4
3.387903662E1,-1.224833541E-4,7.830813993E-4,-1.303362660E-5
3.388905062E1,4.046154208E-4,5.016685463E-4,3.314118367E-4
3.389906362E1,-2.366737463E-4,1.407409552E-3,-3.780543339E-4
3.390907604E1,-1.131138299E-3,1.287399791E-3,1.067353878E-4
3.391909004E1,2.875276841E-4,1.632794738E-4,-1.293288311E-3
3.392910304E1,2.727112733E-4,-1.555504976E-3,-4.982778337E-4
3.393911604E1,1.174490899E-4,-1.741230953E-4,-2.171541797E-3
3.394913004E1,8.358545601E-4,-1.564868493E-3,-4.755249247E-4
3.395914304E1,-6.914683618E-4,1.339574810E-3,-3.572804853E-4
3.396915604E1,-1.379875466E-4,5.683945492E-4,8.998857811E-5
3.397917004E1,3.981068730E-4,3.633310553E-4,2.069012262E-4
3.398918304E1,-2.659438178E-5,5.447352305E-5,-1.416792860E-3
3.399919604E1,-4.923110828E-5,1.542648068E-3,3.440889996E-4
3.400921004E1,-1.526298001E-5,7.975019980E-4,-7.436801679E-4
3.401922304E1,1.612194814E-3,4.739279393E-4,1.064010430E-4
3.402923704E1,-5.767964758E-4,-2.091156784E-4,-1.465849811E-3
3.403925004E1,8.631749079E-4,8.191310335E-4,1.197960228E-4
3.404926304E1,1.988969278E-3,1.022927929E-3,-8.636510465E-4
3.405927704E1,3.524567001E-4,-1.501748804E-3,-5.041242111E-4
3.406929004E1,-5.656336434E-4,-9.064096957E-4,-8.058566600E-4
3.407930304E1,7.630176842E-4,-3.332970664E-4,-1.059656031E-3
3.408931704E1,5.406439304E-4,9.273970500E-5,-1.309312880E-3
3.409933004E1,-7.920018397E-4,-1.224992331E-3,-8.893324994E-4
3.410934304E1,4.428974353E-4,8.537827525E-4,2.406255808E-4
3.411935704E1,-1.862600911E-3,-1.990473364E-3,3.527447116E-4
3.412937004E1,-6.939610466E-5,-1.025704667E-3,-3.595557064E-4
3.413938304E1,-1.775683602E-3,4.294463433E-4,-1.050912309E-3
3.414939704E1,4.102876410E-4,9.310496971E-4,5.133105442E-4
3.415941004E1,-4.107649438E-4,1.081252005E-3,-4.126704298E-4
3.416942304E1,1.747496426E-4,-2.295894083E-4,1.341980416E-3
3.417943704E1,-7.759989239E-4,8.599529974E-5,4.555354826E-5
3.418945004E1,-2.992562950E-4,-1.285132952E-3,-3.261738457E-4
3.419946304E1,8.024936542E-4,-9.390083142E-5,-1.709111966E-4
3.420947704E1,-1.084717456E-3,1.096285414E-4,-1.820102334E-4
3.421949004E1,-3.302441910E-4,6.241512019E-4,2.893691417E-4
3.422950304E1,1.463638619E-4,-6.911414675E-5,3.026546910E-4
3.423951704E1,5.881823599E-4,5.898391828E-5,6.749760360E-5
3.424953004E1,2.528117038E-4,-3.517672885E-4,9.133680724E-4
3.425954304E1,-7.280306891E-4,-3.288637381E-4,4.885939416E-4
3.426955704E1,-7.041264325E-6,-5.124439485E-4,-2.915039659E-7
3.427957004E1,8.736662567E-4,-4.852144048E-5,5.195576232E-4
3.428958304E1,-1.195018645E-3,6.542301271E-4,3.555179574E-4
3.429959704E1,1.064683311E-4,-5.649647210E-4,-1.319610514E-3
3.430961004E1,-6.494815461E-4,-7.297121920E-5,-3.551845439E-4
3.431962304E1,-1.599431271E-3,-1.007474726E-3,7.708000485E-4
3.432963704E1,5.388888530E-4,2.215960994E-4,3.186801914E-4
3.433965004E1,1.753675751E-4,-3.789467737E-4,-1.081876457E-3
3.434966304E1,-7.384759374E-4,-6.700342055E-4,8.213925175E-4
3.435967704E1,-2.870699391E-4,3.595438320E-4,-3.783614375E-4
3.436969004E1,-2.612583339E-4,7.199635729E-4,-4.613506608E-4
3.437970304E1,9.901612066E-4,-1.700648572E-4,1.352794701E-3
3.438971704E1,5.743326619E-5,-5.933793727E-4,1.663407311E-4
3.439973004E1,-1.194252167E-3,-5.470404867E-4,3.096188884E-4
3.440974404E1,-1.171650365E-5,-9.210412391E-4,-2.923090942E-4
3.441975704E1,-1.278305426E-4,-1.109079458E-4,3.071683459E-4
3.442977004E1,5.243439227E-5,-1.458194107E-3,-4.976084456E-4
3.443978404E1,-4.937797785E-4,1.242517494E-3,-1.488304697E-3
3.444979704E1,2.464158460E-4,9.827474132E-4,-2.032900229E-4
3.445981004E1,6.858375855E-4,-9.423494339E-5,-1.888538245E-3
3.446982404E1,8.636624552E-4,-5.151273217E-4,4.439719487E-4
3.447983704E1,-4.364927299E-4,4.244360607E-4,-5.746870302E-4
3.448985004E1,1.156600192E-4,-3.973450512E-4,-1.221098937E-4
3.449986404E1,4.754527472E-4,6.830994971E-4,3.700421657E-4
3.450987704E1,8.837617934E-4,-1.420225017E-3,-4.623504356E-5
3.451989004E1,-6.219893694E-4,-6.258040667E-4,-5.679479800E-4
3.452990404E1,-8.681556210E-4,7.224474102E-4,7.530052681E-4
3.453991704E1,3.057657741E-4,-5.697181914E-4,2.480698749E-4
3.454993004E1,-6.562895142E-4,-1.693167724E-4,8.328065742E-4
3.455994404E1,9.171059355E-4,9.710486047E-4,1.500993734E-3
3.456995704E1,8.698236197E-4,1.024855301E-4,4.994859919E-4
3.457997004E1,-1.663908130E-3,7.504327223E-4,-1.501346938E-3
3.458998404E1,-1.597185619E-4,-1.132760663E-3,2.777581103E-4
3.459999704E1,-1.022582874E-3,1.125333365E-4,-3.227847628E-4
3.461001004E1,1.427019015E-4,4.195945803E-4,3.314241767E-4
3.462002404E1,4.646782763E-4,-1.020909054E-3,2.675082069E-4
3.463003704E1,-3.944709897E-4,-1.068812096E-3,6.342818961E-5
3.464005004E1,1.009813976E-3,1.354131615E-3,5.011213943E-5
3.465006404E1,-1.201797277E-4,1.861625351E-4,-9.837634861E-4
3.466007704E1,6.816983223E-4,-9.097282309E-4,-4.633096978E-5
3.467009004E1,1.060542651E-3,-1.922215102E-3,5.735254381E-4
3.468010404E1,-8.754618466E-5,-3.533468116E-4,3.109378740E-4
3.469011704E1,4.784124903E-4,-5.433049519E-4,6.528343074E-4
3.470013004E1,1.276740804E-4,2.002494875E-4,-9.184307419E-4
3.471014404E1,7.777893916E-4,-5.885364953E-4,-1.374330372E-3
3.472015704E1,-1.383381896E-4,1.101239352E-3,3.239673097E-4
3.473017004E1,-1.502581872E-4,2.402004320E-4,2.589265350E-4
3.474018404E1,7.229922339E-4,5.603122991E-4,1.854232978E-4
3.475019704E1,-6.843130104E-4,4.620375112E-4,7.703155279E-5
3.476021004E1,-2.326411195E-4,-4.076724872E-5,-4.976787604E-4
3.477022404E1,-1.071109902E-3,-1.207210589E-3,1.484141918E-3
3.478023704E1,1.386180520E-5,-8.612656966E-4,-7.582395338E-4
3.479025004E1,-2.427645959E-4,-5.489001051E-4,-1.386045478E-4
3.480026404E1,9.111831896E-4,-1.168617979E-3,8.345143870E-4
3.481027704E1,-8.205045015E-5,-6.070088129E-4,3.918397706E-4
3.482029104E1,-2.245292999E-4,-1.614622306E-4,-1.428697258E-3
3.483030404E1,6.160126068E-4,-5.550405476E-4,3.216254991E-4
3.484031704E1,7.196096703E-4,-1.373962732E-3,1.129362267E-3
3.485033104E1,3.723017871E-4,-1.688261982E-4,4.460874479E-4
3.486034404E1,-2.697859891E-4,7.702044677E-4,1.107954886E-4
3.487035704E1,-4.388606176E-4,-1.150035998E-3,7.844234351E-4
3.488037104E1,-6.207544357E-4,1.004194841E-3,8.507361636E-4
3.489038404E1,-5.728104152E-4,-5.994068924E-4,6.387571339E-4
3.490039704E1,1.616892405E-4,-1.153344521E-3,9.538091253E-4
3.491041125E1,2.296813764E-4,-4.171675537E-4,6.688984577E-4
3.492042425E1,-6.659394130E-4,-6.153064314E-4,1.387153054E-3
3.493043725E1,1.099147368E-3,-9.789410979E-4,1.221327111E-4
3.494045125E1,-7.429611869E-4,-1.381611452E-3,-7.760431617E-5
3.495046425E1,6.195572205E-4,1.385882962E-3,-1.608380117E-4
3.496047725E1,-8.025704883E-4,-1.163827255E-3,7.804716006E-5
3.497049125E1,-9.578326717E-5,2.428547014E-4,6.332860794E-4
3.498050425E1,1.244600862E-4,5.906634033E-4,-1.261020079E-3
3.499051725E1,-1.640839735E-3,1.081248512E-3,-4.010898992E-4
3.500053125E1,8.888309821E-5,3.467486240E-4,-1.230561174E-4
3.501054425E1,-5.537313409E-4,-1.274067210E-3,-8.063111454E-5
3.502055725E1,2.068672329E-4,-3.518143203E-4,-7.703900337E-4
3.503057125E1,7.627550513E-4,-1.603881363E-3,2.576541156E-4
3.504058425E1,6.735390052E-4,-1.524584368E-4,8.752411231E-4
3.505059725E1,-1.703298418E-3,-5.000329111E-4,-1.414086670E-3
3.506061125E1,1.028838567E-3,3.945229109E-4,2.421329264E-4
3.507062425E1,2.098632976E-4,-1.163133420E-4,-1.076268032E-3
3.508063725E1,1.100690570E-3,-1.475058030E-3,1.188484021E-3
3.509065125E1,1.788786612E-4,-1.117327251E-3,-1.625875942E-3
3.510066425E1,-3.092787229E-4,5.339807831E-5,-2.407659777E-4
3.511067725E1,9.826477617E-5,6.560853217E-4,-5.322275683E-5
3.512069125E1,-1.162475906E-3,-1.668854384E-3,7.169633172E-4
3.513070425E1,1.838244498E-5,1.392638078E-3,1.417681342E-3
3.514071725E1,-5.360879004E-4,-1.266952604E-4,-2.472397871E-3
3.515073125E1,3.348290920E-5,-9.550077375E-4,4.125619307E-4
3.516074425E1,-2.003428526E-4,-8.799063507E-4,-6.100921892E-4
3.517075725E1,-3.897035494E-4,-5.705691874E-4,5.753596779E-4
3.518077125E1,5.775596946E-6,1.248636283E-3,2.619056031E-4
3.519078425E1,6.723250262E-4,6.528631784E-4,7.604295388E-5
3.520079725E1,-3.079841845E-4,-2.768461127E-4,-9.780358523E-4
3.521081125E1,-1.533178147E-3,7.547284476E-4,-1.494973432E-3
3.522082425E1,4.641925916E-4,-1.745447051E-3,7.588597946E-4
3.523083825E1,8.152481169E-4,-8.181931917E-4,-1.494911499E-3
3.524085125E1,1.376642380E-3,-4.943527747E-4,7.565247361E-4
3.525086425E1,-8.337376639E-4,-8.723000064E-4,2.230419777E-4
3.526087825E1,-5.357298069E-4,-9.702285752E-6,-4.640538245E-4
3.527089125E1,3.969143145E-4,-9.202291258E-4,7.947848644E-4
3.528090425E1,-7.570334710E-4,2.110819332E-4,1.687556505E-5
3.529091825E1,-6.449930370E-4,6.171730347E-4,-5.766190588E-4
3.530093125E1,-1.611188054E-3,-3.828438930E-4,7.142152172E-4
3.531094425E1,-5.162572488E-4,-9.928538930E-4,-2.142274752E-5
3.532095825E1,1.179111190E-3,8.537818212E-4,9.612836875E-4
3.533097125E1,3.861496225E-5,-6.814156659E-4,5.119780544E-4
3.534098425E1,7.653916255E-4,-7.053837180E-4,2.669673413E-4
3.535099825E1,5.951481871E-4,4.852314014E-4,3.273286857E-4
3.536101125E1,8.103311993E-4,1.203783322E-4,1.792567782E-4
3.537102425E1,-6.656493060E-4,-3.588174004E-4,-6.773211062E-4
3.538103825E1,-3.300909884E-4,-1.340458402E-3,1.466609538E-4
3.539105125E1,-1.088124234E-3,1.224344596E-4,3.930071834E-4
3.540106425E1,-6.311256438E-4,-2.120584249E-4,-1.034180634E-3
3.541107825E1,-4.266155884E-4,9.021407459E-4,-6.716768257E-4
3.542109125E1,-7.507810369E-5,1.370058162E-3,3.307370935E-4
3.543110425E1,-9.275926277E-5,-4.350733943E-4,1.378173940E-3
3.544111825E1,-9.382469580E-5,2.767893020E-4,-5.310461856E-4
3.545113125E1,8.801561780E-4,1.030243235E-3,5.513564683E-4
3.546114425E1,1.078295056E-3,1.194027485E-3,3.894362599E-4
3.547115825E1,2.728118561E-4,-7.533868775E-4,-2.034041099E-4
3.548117125E1,-6.758063100E-4,-6.282185204E-4,3.137819003E-4
3.549118425E1,3.381581046E-4,-4.578945227E-4,1.195542049E-3
3.550119825E1,-1.393468119E-4,-3.795977682E-4,1.169617753E-4
3.551121125E1,-3.299550153E-4,-7.588304579E-4,-1.153508201E-4
3.552122425E1,2.415594645E-4,-1.065094024E-3,-7.620221004E-5
3.553123825E1,4.582311958E-4,-9.016799740E-4,3.898264840E-4
3.554125125E1,7.762126625E-4,6.805041339E-4,-6.826287135E-4
3.555126425E1,-1.746523194E-4,2.992730588E-4,-3.308947198E-4
3.556127825E1,1.571848523E-3,1.107214484E-4,-3.421865404E-5
3.557129125E1,2.432786860E-4,-3.792364150E-4,-7.186550647E-5
3.558130425E1,-2.587274648E-4,4.721761215E-4,-4.576612264E-5
3.559131825E1,3.874981776E-4,-1.220728736E-3,-2.531376667E-4
3.560133125E1,7.440955378E-4,8.067358285E-4,4.765684716E-4
3.561134525E1,-4.151198082E-4,9.436933324E-4,4.675479140E-4
3.562135825E1,8.797091432E-4,2.752398141E-4,1.048254780E-4
3.563137125E1,-3.065639175E-4,-1.788153313E-4,-1.261514146E-3
3.564138525E1,-5.441177636E-4,7.775258273E-4,4.394468851E-4
3.565139825E1,6.712479517E-4,-1.240408979E-3,6.327272858E-4
3.566141125E1,-4.331646487E-4,5.918459501E-4,1.597856870E-3
3.567142525E1,-3.898283467E-5,-7.580877282E-4,3.208252601E-4
3.568143825E1,1.626182348E-4,-1.544252969E-3,9.943386540E-4
3.569145125E1,8.621294983E-4,1.189384144E-3,1.921993680E-4
3.570146525E1,-2.947477624E-4,-3.824136220E-4,-5.297837779E-4
3.571147825E1,9.692688473E-4,-5.327588879E-4,-9.806007147E-4
3.572149125E1,1.181224361E-4,6.475541741E-4,-1.403731294E-4
3.573150525E1,1.838942990E-5,-3.527011722E-5,-1.402994618E-3
3.574151825E1,-7.944074459E-4,1.175935613E-3,5.613530520E-4
3.575153125E1,6.040306762E-4,7.711397484E-4,1.257450785E-4
3.576154525E1,-4.167589359E-4,7.759334985E-4,-1.453650184E-4
3.577155825E1,-5.736490712E-4,7.138282526E-4,-3.842464648E-4
3.578157125E1,2.431422472E-4,4.208805040E-4,-1.048808917E-4
3.579158525E1,-5.490416661E-4,-6.410516798E-4,-1.057789195E-3
3.580159825E1,-1.187401358E-3,6.487169303E-4,-1.042875461E-3
3.581161125E1,2.504237927E-4,-4.612389021E-4,-1.926374622E-3
3.582162525E1,3.622765653E-4,-5.904021673E-4,8.853906766E-4
3.583163825E1,-2.121096477E-4,-3.871775698E-4,-1.274168026E-3
3.584165125E1,2.888310701E-4,-5.485655274E-4,1.096103806E-4
3.585166525E1,-1.420062501E-3,-1.575629227E-3,-1.324690878E-3
3.586167825E1,-4.906719550E-5,4.371877294E-4,6.479127333E-4
3.587169125E1,-2.520964481E-4,1.215924975E-3,1.303819008E-4
3.588170525E1,8.133146912E-5,-9.090111125E-4,-7.684351876E-4
3.589171825E1,2.044010907E-4,5.950361956E-4,-9.162072092E-4
3.590173125E1,8.997526020E-4,-1.375994179E-4,-5.454951897E-4
3.591174550E1,1.272371504E-3,-8.987030014E-6,2.898876555E-4
3.592175850E1,2.843383700E-4,-1.405814895E-3,7.207873277E-4
3.593177150E1,-6.846240722E-4,8.900216781E-4,4.945995752E-4
3.594178550E1,1.623005141E-3,-4.370315000E-4,-2.080108970E-6
3.595179850E1,-3.809765913E-4,-1.172066666E-3,6.556864828E-4
